Image,Flow,Sequence,Sequence_Index,Dino,GtMask
DAVIS17/JPEGImages/480p/drone/00007.jpg,DAVIS17/OpticalFlowRaftSintel/OpticalFlowP1/480p/drone/00007.flo,drone,7,/net/serpico-fs2/emeunier/DAVIS17/DINO/dino_vits8//480p/drone/00007.jpg_240x427.npy,DAVIS17/Annotations_unsupervised/480p/drone/00007.png
DAVIS17/JPEGImages/480p/drone/00008.jpg,DAVIS17/OpticalFlowRaftSintel/OpticalFlowP1/480p/drone/00008.flo,drone,8,/net/serpico-fs2/emeunier/DAVIS17/DINO/dino_vits8//480p/drone/00008.jpg_240x427.npy,DAVIS17/Annotations_unsupervised/480p/drone/00008.png
DAVIS17/JPEGImages/480p/drone/00009.jpg,DAVIS17/OpticalFlowRaftSintel/OpticalFlowP1/480p/drone/00009.flo,drone,9,/net/serpico-fs2/emeunier/DAVIS17/DINO/dino_vits8//480p/drone/00009.jpg_240x427.npy,DAVIS17/Annotations_unsupervised/480p/drone/00009.png
DAVIS17/JPEGImages/480p/drone/00010.jpg,DAVIS17/OpticalFlowRaftSintel/OpticalFlowP1/480p/drone/00010.flo,drone,10,/net/serpico-fs2/emeunier/DAVIS17/DINO/dino_vits8//480p/drone/00010.jpg_240x427.npy,DAVIS17/Annotations_unsupervised/480p/drone/00010.png
DAVIS17/JPEGImages/480p/drone/00011.jpg,DAVIS17/OpticalFlowRaftSintel/OpticalFlowP1/480p/drone/00011.flo,drone,11,/net/serpico-fs2/emeunier/DAVIS17/DINO/dino_vits8//480p/drone/00011.jpg_240x427.npy,DAVIS17/Annotations_unsupervised/480p/drone/00011.png
DAVIS17/JPEGImages/480p/drone/00012.jpg,DAVIS17/OpticalFlowRaftSintel/OpticalFlowP1/480p/drone/00012.flo,drone,12,/net/serpico-fs2/emeunier/DAVIS17/DINO/dino_vits8//480p/drone/00012.jpg_240x427.npy,DAVIS17/Annotations_unsupervised/480p/drone/00012.png
DAVIS17/JPEGImages/480p/drone/00013.jpg,DAVIS17/OpticalFlowRaftSintel/OpticalFlowP1/480p/drone/00013.flo,drone,13,/net/serpico-fs2/emeunier/DAVIS17/DINO/dino_vits8//480p/drone/00013.jpg_240x427.npy,DAVIS17/Annotations_unsupervised/480p/drone/00013.png
DAVIS17/JPEGImages/480p/drone/00014.jpg,DAVIS17/OpticalFlowRaftSintel/OpticalFlowP1/480p/drone/00014.flo,drone,14,/net/serpico-fs2/emeunier/DAVIS17/DINO/dino_vits8//480p/drone/00014.jpg_240x427.npy,DAVIS17/Annotations_unsupervised/480p/drone/00014.png
DAVIS17/JPEGImages/480p/drone/00015.jpg,DAVIS17/OpticalFlowRaftSintel/OpticalFlowP1/480p/drone/00015.flo,drone,15,/net/serpico-fs2/emeunier/DAVIS17/DINO/dino_vits8//480p/drone/00015.jpg_240x427.npy,DAVIS17/Annotations_unsupervised/480p/drone/00015.png
DAVIS17/JPEGImages/480p/drone/00016.jpg,DAVIS17/OpticalFlowRaftSintel/OpticalFlowP1/480p/drone/00016.flo,drone,16,/net/serpico-fs2/emeunier/DAVIS17/DINO/dino_vits8//480p/drone/00016.jpg_240x427.npy,DAVIS17/Annotations_unsupervised/480p/drone/00016.png
DAVIS17/JPEGImages/480p/drone/00017.jpg,DAVIS17/OpticalFlowRaftSintel/OpticalFlowP1/480p/drone/00017.flo,drone,17,/net/serpico-fs2/emeunier/DAVIS17/DINO/dino_vits8//480p/drone/00017.jpg_240x427.npy,DAVIS17/Annotations_unsupervised/480p/drone/00017.png
DAVIS17/JPEGImages/480p/drone/00018.jpg,DAVIS17/OpticalFlowRaftSintel/OpticalFlowP1/480p/drone/00018.flo,drone,18,/net/serpico-fs2/emeunier/DAVIS17/DINO/dino_vits8//480p/drone/00018.jpg_240x427.npy,DAVIS17/Annotations_unsupervised/480p/drone/00018.png
DAVIS17/JPEGImages/480p/drone/00019.jpg,DAVIS17/OpticalFlowRaftSintel/OpticalFlowP1/480p/drone/00019.flo,drone,19,/net/serpico-fs2/emeunier/DAVIS17/DINO/dino_vits8//480p/drone/00019.jpg_240x427.npy,DAVIS17/Annotations_unsupervised/480p/drone/00019.png
DAVIS17/JPEGImages/480p/drone/00020.jpg,DAVIS17/OpticalFlowRaftSintel/OpticalFlowP1/480p/drone/00020.flo,drone,20,/net/serpico-fs2/emeunier/DAVIS17/DINO/dino_vits8//480p/drone/00020.jpg_240x427.npy,DAVIS17/Annotations_unsupervised/480p/drone/00020.png
DAVIS17/JPEGImages/480p/drone/00021.jpg,DAVIS17/OpticalFlowRaftSintel/OpticalFlowP1/480p/drone/00021.flo,drone,21,/net/serpico-fs2/emeunier/DAVIS17/DINO/dino_vits8//480p/drone/00021.jpg_240x427.npy,DAVIS17/Annotations_unsupervised/480p/drone/00021.png
DAVIS17/JPEGImages/480p/drone/00022.jpg,DAVIS17/OpticalFlowRaftSintel/OpticalFlowP1/480p/drone/00022.flo,drone,22,/net/serpico-fs2/emeunier/DAVIS17/DINO/dino_vits8//480p/drone/00022.jpg_240x427.npy,DAVIS17/Annotations_unsupervised/480p/drone/00022.png
DAVIS17/JPEGImages/480p/drone/00023.jpg,DAVIS17/OpticalFlowRaftSintel/OpticalFlowP1/480p/drone/00023.flo,drone,23,/net/serpico-fs2/emeunier/DAVIS17/DINO/dino_vits8//480p/drone/00023.jpg_240x427.npy,DAVIS17/Annotations_unsupervised/480p/drone/00023.png
DAVIS17/JPEGImages/480p/drone/00024.jpg,DAVIS17/OpticalFlowRaftSintel/OpticalFlowP1/480p/drone/00024.flo,drone,24,/net/serpico-fs2/emeunier/DAVIS17/DINO/dino_vits8//480p/drone/00024.jpg_240x427.npy,DAVIS17/Annotations_unsupervised/480p/drone/00024.png
DAVIS17/JPEGImages/480p/drone/00025.jpg,DAVIS17/OpticalFlowRaftSintel/OpticalFlowP1/480p/drone/00025.flo,drone,25,/net/serpico-fs2/emeunier/DAVIS17/DINO/dino_vits8//480p/drone/00025.jpg_240x427.npy,DAVIS17/Annotations_unsupervised/480p/drone/00025.png
DAVIS17/JPEGImages/480p/drone/00026.jpg,DAVIS17/OpticalFlowRaftSintel/OpticalFlowP1/480p/drone/00026.flo,drone,26,/net/serpico-fs2/emeunier/DAVIS17/DINO/dino_vits8//480p/drone/00026.jpg_240x427.npy,DAVIS17/Annotations_unsupervised/480p/drone/00026.png
DAVIS17/JPEGImages/480p/drone/00027.jpg,DAVIS17/OpticalFlowRaftSintel/OpticalFlowP1/480p/drone/00027.flo,drone,27,/net/serpico-fs2/emeunier/DAVIS17/DINO/dino_vits8//480p/drone/00027.jpg_240x427.npy,DAVIS17/Annotations_unsupervised/480p/drone/00027.png
DAVIS17/JPEGImages/480p/drone/00028.jpg,DAVIS17/OpticalFlowRaftSintel/OpticalFlowP1/480p/drone/00028.flo,drone,28,/net/serpico-fs2/emeunier/DAVIS17/DINO/dino_vits8//480p/drone/00028.jpg_240x427.npy,DAVIS17/Annotations_unsupervised/480p/drone/00028.png
DAVIS17/JPEGImages/480p/drone/00029.jpg,DAVIS17/OpticalFlowRaftSintel/OpticalFlowP1/480p/drone/00029.flo,drone,29,/net/serpico-fs2/emeunier/DAVIS17/DINO/dino_vits8//480p/drone/00029.jpg_240x427.npy,DAVIS17/Annotations_unsupervised/480p/drone/00029.png
DAVIS17/JPEGImages/480p/drone/00030.jpg,DAVIS17/OpticalFlowRaftSintel/OpticalFlowP1/480p/drone/00030.flo,drone,30,/net/serpico-fs2/emeunier/DAVIS17/DINO/dino_vits8//480p/drone/00030.jpg_240x427.npy,DAVIS17/Annotations_unsupervised/480p/drone/00030.png
DAVIS17/JPEGImages/480p/drone/00031.jpg,DAVIS17/OpticalFlowRaftSintel/OpticalFlowP1/480p/drone/00031.flo,drone,31,/net/serpico-fs2/emeunier/DAVIS17/DINO/dino_vits8//480p/drone/00031.jpg_240x427.npy,DAVIS17/Annotations_unsupervised/480p/drone/00031.png
DAVIS17/JPEGImages/480p/drone/00032.jpg,DAVIS17/OpticalFlowRaftSintel/OpticalFlowP1/480p/drone/00032.flo,drone,32,/net/serpico-fs2/emeunier/DAVIS17/DINO/dino_vits8//480p/drone/00032.jpg_240x427.npy,DAVIS17/Annotations_unsupervised/480p/drone/00032.png
DAVIS17/JPEGImages/480p/drone/00033.jpg,DAVIS17/OpticalFlowRaftSintel/OpticalFlowP1/480p/drone/00033.flo,drone,33,/net/serpico-fs2/emeunier/DAVIS17/DINO/dino_vits8//480p/drone/00033.jpg_240x427.npy,DAVIS17/Annotations_unsupervised/480p/drone/00033.png
DAVIS17/JPEGImages/480p/drone/00034.jpg,DAVIS17/OpticalFlowRaftSintel/OpticalFlowP1/480p/drone/00034.flo,drone,34,/net/serpico-fs2/emeunier/DAVIS17/DINO/dino_vits8//480p/drone/00034.jpg_240x427.npy,DAVIS17/Annotations_unsupervised/480p/drone/00034.png
DAVIS17/JPEGImages/480p/drone/00035.jpg,DAVIS17/OpticalFlowRaftSintel/OpticalFlowP1/480p/drone/00035.flo,drone,35,/net/serpico-fs2/emeunier/DAVIS17/DINO/dino_vits8//480p/drone/00035.jpg_240x427.npy,DAVIS17/Annotations_unsupervised/480p/drone/00035.png
DAVIS17/JPEGImages/480p/drone/00036.jpg,DAVIS17/OpticalFlowRaftSintel/OpticalFlowP1/480p/drone/00036.flo,drone,36,/net/serpico-fs2/emeunier/DAVIS17/DINO/dino_vits8//480p/drone/00036.jpg_240x427.npy,DAVIS17/Annotations_unsupervised/480p/drone/00036.png
DAVIS17/JPEGImages/480p/drone/00037.jpg,DAVIS17/OpticalFlowRaftSintel/OpticalFlowP1/480p/drone/00037.flo,drone,37,/net/serpico-fs2/emeunier/DAVIS17/DINO/dino_vits8//480p/drone/00037.jpg_240x427.npy,DAVIS17/Annotations_unsupervised/480p/drone/00037.png
DAVIS17/JPEGImages/480p/drone/00038.jpg,DAVIS17/OpticalFlowRaftSintel/OpticalFlowP1/480p/drone/00038.flo,drone,38,/net/serpico-fs2/emeunier/DAVIS17/DINO/dino_vits8//480p/drone/00038.jpg_240x427.npy,DAVIS17/Annotations_unsupervised/480p/drone/00038.png
DAVIS17/JPEGImages/480p/drone/00039.jpg,DAVIS17/OpticalFlowRaftSintel/OpticalFlowP1/480p/drone/00039.flo,drone,39,/net/serpico-fs2/emeunier/DAVIS17/DINO/dino_vits8//480p/drone/00039.jpg_240x427.npy,DAVIS17/Annotations_unsupervised/480p/drone/00039.png
DAVIS17/JPEGImages/480p/drone/00040.jpg,DAVIS17/OpticalFlowRaftSintel/OpticalFlowP1/480p/drone/00040.flo,drone,40,/net/serpico-fs2/emeunier/DAVIS17/DINO/dino_vits8//480p/drone/00040.jpg_240x427.npy,DAVIS17/Annotations_unsupervised/480p/drone/00040.png
DAVIS17/JPEGImages/480p/drone/00041.jpg,DAVIS17/OpticalFlowRaftSintel/OpticalFlowP1/480p/drone/00041.flo,drone,41,/net/serpico-fs2/emeunier/DAVIS17/DINO/dino_vits8//480p/drone/00041.jpg_240x427.npy,DAVIS17/Annotations_unsupervised/480p/drone/00041.png
DAVIS17/JPEGImages/480p/drone/00042.jpg,DAVIS17/OpticalFlowRaftSintel/OpticalFlowP1/480p/drone/00042.flo,drone,42,/net/serpico-fs2/emeunier/DAVIS17/DINO/dino_vits8//480p/drone/00042.jpg_240x427.npy,DAVIS17/Annotations_unsupervised/480p/drone/00042.png
DAVIS17/JPEGImages/480p/drone/00043.jpg,DAVIS17/OpticalFlowRaftSintel/OpticalFlowP1/480p/drone/00043.flo,drone,43,/net/serpico-fs2/emeunier/DAVIS17/DINO/dino_vits8//480p/drone/00043.jpg_240x427.npy,DAVIS17/Annotations_unsupervised/480p/drone/00043.png
DAVIS17/JPEGImages/480p/drone/00044.jpg,DAVIS17/OpticalFlowRaftSintel/OpticalFlowP1/480p/drone/00044.flo,drone,44,/net/serpico-fs2/emeunier/DAVIS17/DINO/dino_vits8//480p/drone/00044.jpg_240x427.npy,DAVIS17/Annotations_unsupervised/480p/drone/00044.png
DAVIS17/JPEGImages/480p/drone/00045.jpg,DAVIS17/OpticalFlowRaftSintel/OpticalFlowP1/480p/drone/00045.flo,drone,45,/net/serpico-fs2/emeunier/DAVIS17/DINO/dino_vits8//480p/drone/00045.jpg_240x427.npy,DAVIS17/Annotations_unsupervised/480p/drone/00045.png
DAVIS17/JPEGImages/480p/drone/00046.jpg,DAVIS17/OpticalFlowRaftSintel/OpticalFlowP1/480p/drone/00046.flo,drone,46,/net/serpico-fs2/emeunier/DAVIS17/DINO/dino_vits8//480p/drone/00046.jpg_240x427.npy,DAVIS17/Annotations_unsupervised/480p/drone/00046.png
DAVIS17/JPEGImages/480p/drone/00047.jpg,DAVIS17/OpticalFlowRaftSintel/OpticalFlowP1/480p/drone/00047.flo,drone,47,/net/serpico-fs2/emeunier/DAVIS17/DINO/dino_vits8//480p/drone/00047.jpg_240x427.npy,DAVIS17/Annotations_unsupervised/480p/drone/00047.png
DAVIS17/JPEGImages/480p/drone/00048.jpg,DAVIS17/OpticalFlowRaftSintel/OpticalFlowP1/480p/drone/00048.flo,drone,48,/net/serpico-fs2/emeunier/DAVIS17/DINO/dino_vits8//480p/drone/00048.jpg_240x427.npy,DAVIS17/Annotations_unsupervised/480p/drone/00048.png
DAVIS17/JPEGImages/480p/drone/00049.jpg,DAVIS17/OpticalFlowRaftSintel/OpticalFlowP1/480p/drone/00049.flo,drone,49,/net/serpico-fs2/emeunier/DAVIS17/DINO/dino_vits8//480p/drone/00049.jpg_240x427.npy,DAVIS17/Annotations_unsupervised/480p/drone/00049.png
DAVIS17/JPEGImages/480p/drone/00050.jpg,DAVIS17/OpticalFlowRaftSintel/OpticalFlowP1/480p/drone/00050.flo,drone,50,/net/serpico-fs2/emeunier/DAVIS17/DINO/dino_vits8//480p/drone/00050.jpg_240x427.npy,DAVIS17/Annotations_unsupervised/480p/drone/00050.png
DAVIS17/JPEGImages/480p/drone/00051.jpg,DAVIS17/OpticalFlowRaftSintel/OpticalFlowP1/480p/drone/00051.flo,drone,51,/net/serpico-fs2/emeunier/DAVIS17/DINO/dino_vits8//480p/drone/00051.jpg_240x427.npy,DAVIS17/Annotations_unsupervised/480p/drone/00051.png
DAVIS17/JPEGImages/480p/drone/00052.jpg,DAVIS17/OpticalFlowRaftSintel/OpticalFlowP1/480p/drone/00052.flo,drone,52,/net/serpico-fs2/emeunier/DAVIS17/DINO/dino_vits8//480p/drone/00052.jpg_240x427.npy,DAVIS17/Annotations_unsupervised/480p/drone/00052.png
DAVIS17/JPEGImages/480p/drone/00053.jpg,DAVIS17/OpticalFlowRaftSintel/OpticalFlowP1/480p/drone/00053.flo,drone,53,/net/serpico-fs2/emeunier/DAVIS17/DINO/dino_vits8//480p/drone/00053.jpg_240x427.npy,DAVIS17/Annotations_unsupervised/480p/drone/00053.png
DAVIS17/JPEGImages/480p/drone/00054.jpg,DAVIS17/OpticalFlowRaftSintel/OpticalFlowP1/480p/drone/00054.flo,drone,54,/net/serpico-fs2/emeunier/DAVIS17/DINO/dino_vits8//480p/drone/00054.jpg_240x427.npy,DAVIS17/Annotations_unsupervised/480p/drone/00054.png
DAVIS17/JPEGImages/480p/drone/00055.jpg,DAVIS17/OpticalFlowRaftSintel/OpticalFlowP1/480p/drone/00055.flo,drone,55,/net/serpico-fs2/emeunier/DAVIS17/DINO/dino_vits8//480p/drone/00055.jpg_240x427.npy,DAVIS17/Annotations_unsupervised/480p/drone/00055.png
DAVIS17/JPEGImages/480p/drone/00056.jpg,DAVIS17/OpticalFlowRaftSintel/OpticalFlowP1/480p/drone/00056.flo,drone,56,/net/serpico-fs2/emeunier/DAVIS17/DINO/dino_vits8//480p/drone/00056.jpg_240x427.npy,DAVIS17/Annotations_unsupervised/480p/drone/00056.png
DAVIS17/JPEGImages/480p/drone/00057.jpg,DAVIS17/OpticalFlowRaftSintel/OpticalFlowP1/480p/drone/00057.flo,drone,57,/net/serpico-fs2/emeunier/DAVIS17/DINO/dino_vits8//480p/drone/00057.jpg_240x427.npy,DAVIS17/Annotations_unsupervised/480p/drone/00057.png
DAVIS17/JPEGImages/480p/drone/00058.jpg,DAVIS17/OpticalFlowRaftSintel/OpticalFlowP1/480p/drone/00058.flo,drone,58,/net/serpico-fs2/emeunier/DAVIS17/DINO/dino_vits8//480p/drone/00058.jpg_240x427.npy,DAVIS17/Annotations_unsupervised/480p/drone/00058.png
DAVIS17/JPEGImages/480p/drone/00059.jpg,DAVIS17/OpticalFlowRaftSintel/OpticalFlowP1/480p/drone/00059.flo,drone,59,/net/serpico-fs2/emeunier/DAVIS17/DINO/dino_vits8//480p/drone/00059.jpg_240x427.npy,DAVIS17/Annotations_unsupervised/480p/drone/00059.png
DAVIS17/JPEGImages/480p/drone/00060.jpg,DAVIS17/OpticalFlowRaftSintel/OpticalFlowP1/480p/drone/00060.flo,drone,60,/net/serpico-fs2/emeunier/DAVIS17/DINO/dino_vits8//480p/drone/00060.jpg_240x427.npy,DAVIS17/Annotations_unsupervised/480p/drone/00060.png
DAVIS17/JPEGImages/480p/drone/00061.jpg,DAVIS17/OpticalFlowRaftSintel/OpticalFlowP1/480p/drone/00061.flo,drone,61,/net/serpico-fs2/emeunier/DAVIS17/DINO/dino_vits8//480p/drone/00061.jpg_240x427.npy,DAVIS17/Annotations_unsupervised/480p/drone/00061.png
DAVIS17/JPEGImages/480p/drone/00062.jpg,DAVIS17/OpticalFlowRaftSintel/OpticalFlowP1/480p/drone/00062.flo,drone,62,/net/serpico-fs2/emeunier/DAVIS17/DINO/dino_vits8//480p/drone/00062.jpg_240x427.npy,DAVIS17/Annotations_unsupervised/480p/drone/00062.png
DAVIS17/JPEGImages/480p/drone/00063.jpg,DAVIS17/OpticalFlowRaftSintel/OpticalFlowP1/480p/drone/00063.flo,drone,63,/net/serpico-fs2/emeunier/DAVIS17/DINO/dino_vits8//480p/drone/00063.jpg_240x427.npy,DAVIS17/Annotations_unsupervised/480p/drone/00063.png
DAVIS17/JPEGImages/480p/drone/00064.jpg,DAVIS17/OpticalFlowRaftSintel/OpticalFlowP1/480p/drone/00064.flo,drone,64,/net/serpico-fs2/emeunier/DAVIS17/DINO/dino_vits8//480p/drone/00064.jpg_240x427.npy,DAVIS17/Annotations_unsupervised/480p/drone/00064.png
DAVIS17/JPEGImages/480p/drone/00065.jpg,DAVIS17/OpticalFlowRaftSintel/OpticalFlowP1/480p/drone/00065.flo,drone,65,/net/serpico-fs2/emeunier/DAVIS17/DINO/dino_vits8//480p/drone/00065.jpg_240x427.npy,DAVIS17/Annotations_unsupervised/480p/drone/00065.png
DAVIS17/JPEGImages/480p/drone/00066.jpg,DAVIS17/OpticalFlowRaftSintel/OpticalFlowP1/480p/drone/00066.flo,drone,66,/net/serpico-fs2/emeunier/DAVIS17/DINO/dino_vits8//480p/drone/00066.jpg_240x427.npy,DAVIS17/Annotations_unsupervised/480p/drone/00066.png
DAVIS17/JPEGImages/480p/drone/00067.jpg,DAVIS17/OpticalFlowRaftSintel/OpticalFlowP1/480p/drone/00067.flo,drone,67,/net/serpico-fs2/emeunier/DAVIS17/DINO/dino_vits8//480p/drone/00067.jpg_240x427.npy,DAVIS17/Annotations_unsupervised/480p/drone/00067.png
DAVIS17/JPEGImages/480p/drone/00068.jpg,DAVIS17/OpticalFlowRaftSintel/OpticalFlowP1/480p/drone/00068.flo,drone,68,/net/serpico-fs2/emeunier/DAVIS17/DINO/dino_vits8//480p/drone/00068.jpg_240x427.npy,DAVIS17/Annotations_unsupervised/480p/drone/00068.png
DAVIS17/JPEGImages/480p/drone/00069.jpg,DAVIS17/OpticalFlowRaftSintel/OpticalFlowP1/480p/drone/00069.flo,drone,69,/net/serpico-fs2/emeunier/DAVIS17/DINO/dino_vits8//480p/drone/00069.jpg_240x427.npy,DAVIS17/Annotations_unsupervised/480p/drone/00069.png
DAVIS17/JPEGImages/480p/drone/00070.jpg,DAVIS17/OpticalFlowRaftSintel/OpticalFlowP1/480p/drone/00070.flo,drone,70,/net/serpico-fs2/emeunier/DAVIS17/DINO/dino_vits8//480p/drone/00070.jpg_240x427.npy,DAVIS17/Annotations_unsupervised/480p/drone/00070.png
DAVIS17/JPEGImages/480p/drone/00071.jpg,DAVIS17/OpticalFlowRaftSintel/OpticalFlowP1/480p/drone/00071.flo,drone,71,/net/serpico-fs2/emeunier/DAVIS17/DINO/dino_vits8//480p/drone/00071.jpg_240x427.npy,DAVIS17/Annotations_unsupervised/480p/drone/00071.png
DAVIS17/JPEGImages/480p/drone/00072.jpg,DAVIS17/OpticalFlowRaftSintel/OpticalFlowP1/480p/drone/00072.flo,drone,72,/net/serpico-fs2/emeunier/DAVIS17/DINO/dino_vits8//480p/drone/00072.jpg_240x427.npy,DAVIS17/Annotations_unsupervised/480p/drone/00072.png
DAVIS17/JPEGImages/480p/drone/00073.jpg,DAVIS17/OpticalFlowRaftSintel/OpticalFlowP1/480p/drone/00073.flo,drone,73,/net/serpico-fs2/emeunier/DAVIS17/DINO/dino_vits8//480p/drone/00073.jpg_240x427.npy,DAVIS17/Annotations_unsupervised/480p/drone/00073.png
DAVIS17/JPEGImages/480p/drone/00074.jpg,DAVIS17/OpticalFlowRaftSintel/OpticalFlowP1/480p/drone/00074.flo,drone,74,/net/serpico-fs2/emeunier/DAVIS17/DINO/dino_vits8//480p/drone/00074.jpg_240x427.npy,DAVIS17/Annotations_unsupervised/480p/drone/00074.png
DAVIS17/JPEGImages/480p/drone/00075.jpg,DAVIS17/OpticalFlowRaftSintel/OpticalFlowP1/480p/drone/00075.flo,drone,75,/net/serpico-fs2/emeunier/DAVIS17/DINO/dino_vits8//480p/drone/00075.jpg_240x427.npy,DAVIS17/Annotations_unsupervised/480p/drone/00075.png
DAVIS17/JPEGImages/480p/drone/00076.jpg,DAVIS17/OpticalFlowRaftSintel/OpticalFlowP1/480p/drone/00076.flo,drone,76,/net/serpico-fs2/emeunier/DAVIS17/DINO/dino_vits8//480p/drone/00076.jpg_240x427.npy,DAVIS17/Annotations_unsupervised/480p/drone/00076.png
DAVIS17/JPEGImages/480p/drone/00077.jpg,DAVIS17/OpticalFlowRaftSintel/OpticalFlowP1/480p/drone/00077.flo,drone,77,/net/serpico-fs2/emeunier/DAVIS17/DINO/dino_vits8//480p/drone/00077.jpg_240x427.npy,DAVIS17/Annotations_unsupervised/480p/drone/00077.png
DAVIS17/JPEGImages/480p/drone/00078.jpg,DAVIS17/OpticalFlowRaftSintel/OpticalFlowP1/480p/drone/00078.flo,drone,78,/net/serpico-fs2/emeunier/DAVIS17/DINO/dino_vits8//480p/drone/00078.jpg_240x427.npy,DAVIS17/Annotations_unsupervised/480p/drone/00078.png
DAVIS17/JPEGImages/480p/drone/00079.jpg,DAVIS17/OpticalFlowRaftSintel/OpticalFlowP1/480p/drone/00079.flo,drone,79,/net/serpico-fs2/emeunier/DAVIS17/DINO/dino_vits8//480p/drone/00079.jpg_240x427.npy,DAVIS17/Annotations_unsupervised/480p/drone/00079.png
DAVIS17/JPEGImages/480p/drone/00080.jpg,DAVIS17/OpticalFlowRaftSintel/OpticalFlowP1/480p/drone/00080.flo,drone,80,/net/serpico-fs2/emeunier/DAVIS17/DINO/dino_vits8//480p/drone/00080.jpg_240x427.npy,DAVIS17/Annotations_unsupervised/480p/drone/00080.png
DAVIS17/JPEGImages/480p/drone/00081.jpg,DAVIS17/OpticalFlowRaftSintel/OpticalFlowP1/480p/drone/00081.flo,drone,81,/net/serpico-fs2/emeunier/DAVIS17/DINO/dino_vits8//480p/drone/00081.jpg_240x427.npy,DAVIS17/Annotations_unsupervised/480p/drone/00081.png
DAVIS17/JPEGImages/480p/drone/00082.jpg,DAVIS17/OpticalFlowRaftSintel/OpticalFlowP1/480p/drone/00082.flo,drone,82,/net/serpico-fs2/emeunier/DAVIS17/DINO/dino_vits8//480p/drone/00082.jpg_240x427.npy,DAVIS17/Annotations_unsupervised/480p/drone/00082.png
DAVIS17/JPEGImages/480p/drone/00083.jpg,DAVIS17/OpticalFlowRaftSintel/OpticalFlowP1/480p/drone/00083.flo,drone,83,/net/serpico-fs2/emeunier/DAVIS17/DINO/dino_vits8//480p/drone/00083.jpg_240x427.npy,DAVIS17/Annotations_unsupervised/480p/drone/00083.png
DAVIS17/JPEGImages/480p/drone/00084.jpg,DAVIS17/OpticalFlowRaftSintel/OpticalFlowP1/480p/drone/00084.flo,drone,84,/net/serpico-fs2/emeunier/DAVIS17/DINO/dino_vits8//480p/drone/00084.jpg_240x427.npy,DAVIS17/Annotations_unsupervised/480p/drone/00084.png
DAVIS17/JPEGImages/480p/drone/00085.jpg,DAVIS17/OpticalFlowRaftSintel/OpticalFlowP1/480p/drone/00085.flo,drone,85,/net/serpico-fs2/emeunier/DAVIS17/DINO/dino_vits8//480p/drone/00085.jpg_240x427.npy,DAVIS17/Annotations_unsupervised/480p/drone/00085.png
DAVIS17/JPEGImages/480p/drone/00086.jpg,DAVIS17/OpticalFlowRaftSintel/OpticalFlowP1/480p/drone/00086.flo,drone,86,/net/serpico-fs2/emeunier/DAVIS17/DINO/dino_vits8//480p/drone/00086.jpg_240x427.npy,DAVIS17/Annotations_unsupervised/480p/drone/00086.png
DAVIS17/JPEGImages/480p/drone/00087.jpg,DAVIS17/OpticalFlowRaftSintel/OpticalFlowP1/480p/drone/00087.flo,drone,87,/net/serpico-fs2/emeunier/DAVIS17/DINO/dino_vits8//480p/drone/00087.jpg_240x427.npy,DAVIS17/Annotations_unsupervised/480p/drone/00087.png
DAVIS17/JPEGImages/480p/drone/00088.jpg,DAVIS17/OpticalFlowRaftSintel/OpticalFlowP1/480p/drone/00088.flo,drone,88,/net/serpico-fs2/emeunier/DAVIS17/DINO/dino_vits8//480p/drone/00088.jpg_240x427.npy,DAVIS17/Annotations_unsupervised/480p/drone/00088.png
DAVIS17/JPEGImages/480p/drone/00089.jpg,DAVIS17/OpticalFlowRaftSintel/OpticalFlowP1/480p/drone/00089.flo,drone,89,/net/serpico-fs2/emeunier/DAVIS17/DINO/dino_vits8//480p/drone/00089.jpg_240x427.npy,DAVIS17/Annotations_unsupervised/480p/drone/00089.png
DAVIS17/JPEGImages/480p/elephant/00000.jpg,DAVIS17/OpticalFlowRaftSintel/OpticalFlowP1/480p/elephant/00000.flo,elephant,0,/net/serpico-fs2/emeunier/DAVIS17/DINO/dino_vits8//480p/elephant/00000.jpg_240x427.npy,DAVIS17/Annotations_unsupervised/480p/elephant/00000.png
DAVIS17/JPEGImages/480p/elephant/00001.jpg,DAVIS17/OpticalFlowRaftSintel/OpticalFlowP1/480p/elephant/00001.flo,elephant,1,/net/serpico-fs2/emeunier/DAVIS17/DINO/dino_vits8//480p/elephant/00001.jpg_240x427.npy,DAVIS17/Annotations_unsupervised/480p/elephant/00001.png
DAVIS17/JPEGImages/480p/elephant/00002.jpg,DAVIS17/OpticalFlowRaftSintel/OpticalFlowP1/480p/elephant/00002.flo,elephant,2,/net/serpico-fs2/emeunier/DAVIS17/DINO/dino_vits8//480p/elephant/00002.jpg_240x427.npy,DAVIS17/Annotations_unsupervised/480p/elephant/00002.png
DAVIS17/JPEGImages/480p/elephant/00003.jpg,DAVIS17/OpticalFlowRaftSintel/OpticalFlowP1/480p/elephant/00003.flo,elephant,3,/net/serpico-fs2/emeunier/DAVIS17/DINO/dino_vits8//480p/elephant/00003.jpg_240x427.npy,DAVIS17/Annotations_unsupervised/480p/elephant/00003.png
DAVIS17/JPEGImages/480p/elephant/00004.jpg,DAVIS17/OpticalFlowRaftSintel/OpticalFlowP1/480p/elephant/00004.flo,elephant,4,/net/serpico-fs2/emeunier/DAVIS17/DINO/dino_vits8//480p/elephant/00004.jpg_240x427.npy,DAVIS17/Annotations_unsupervised/480p/elephant/00004.png
