Unnamed: 0,Image,Flow,FlowRGB,GtMask,Sequence,Sequence_Index,Dino
740,FBMS/FBMS_clean/JPEGImages/cars9/00056.jpg,FBMS/FBMS_clean/OpticalFlowRaftSintel/cars9/00056.flo,FBMS/FBMS_clean/OpticalFlowRaftSintel/cars9/00056.flo.png,,cars9,56,FBMS/FBMS_clean/DINO/dino_vits8//cars9/00056.jpg_240x320.npy
741,FBMS/FBMS_clean/JPEGImages/cars9/00057.jpg,FBMS/FBMS_clean/OpticalFlowRaftSintel/cars9/00057.flo,FBMS/FBMS_clean/OpticalFlowRaftSintel/cars9/00057.flo.png,,cars9,57,FBMS/FBMS_clean/DINO/dino_vits8//cars9/00057.jpg_240x320.npy
742,FBMS/FBMS_clean/JPEGImages/cars9/00058.jpg,FBMS/FBMS_clean/OpticalFlowRaftSintel/cars9/00058.flo,FBMS/FBMS_clean/OpticalFlowRaftSintel/cars9/00058.flo.png,,cars9,58,FBMS/FBMS_clean/DINO/dino_vits8//cars9/00058.jpg_240x320.npy
743,FBMS/FBMS_clean/JPEGImages/cars9/00059.jpg,FBMS/FBMS_clean/OpticalFlowRaftSintel/cars9/00059.flo,FBMS/FBMS_clean/OpticalFlowRaftSintel/cars9/00059.flo.png,,cars9,59,FBMS/FBMS_clean/DINO/dino_vits8//cars9/00059.jpg_240x320.npy
744,FBMS/FBMS_clean/JPEGImages/cars9/00060.jpg,FBMS/FBMS_clean/OpticalFlowRaftSintel/cars9/00060.flo,,FBMS/FBMS_clean/Annotations/cars9/00060.png,cars9,60,FBMS/FBMS_clean/DINO/dino_vits8//cars9/00060.jpg_240x320.npy
745,FBMS/FBMS_clean/JPEGImages/cats02/00001.jpg,FBMS/FBMS_clean/OpticalFlowRaftSintel/cats02/00001.flo,FBMS/FBMS_clean/OpticalFlowRaftSintel/cats02/00001.flo.png,FBMS/FBMS_clean/Annotations/cats02/00001.png,cats02,1,FBMS/FBMS_clean/DINO/dino_vits8//cats02/00001.jpg_202x360.npy
746,FBMS/FBMS_clean/JPEGImages/cats02/00002.jpg,FBMS/FBMS_clean/OpticalFlowRaftSintel/cats02/00002.flo,FBMS/FBMS_clean/OpticalFlowRaftSintel/cats02/00002.flo.png,,cats02,2,FBMS/FBMS_clean/DINO/dino_vits8//cats02/00002.jpg_202x360.npy
747,FBMS/FBMS_clean/JPEGImages/cats02/00003.jpg,FBMS/FBMS_clean/OpticalFlowRaftSintel/cats02/00003.flo,FBMS/FBMS_clean/OpticalFlowRaftSintel/cats02/00003.flo.png,,cats02,3,FBMS/FBMS_clean/DINO/dino_vits8//cats02/00003.jpg_202x360.npy
748,FBMS/FBMS_clean/JPEGImages/cats02/00004.jpg,FBMS/FBMS_clean/OpticalFlowRaftSintel/cats02/00004.flo,FBMS/FBMS_clean/OpticalFlowRaftSintel/cats02/00004.flo.png,,cats02,4,FBMS/FBMS_clean/DINO/dino_vits8//cats02/00004.jpg_202x360.npy
749,FBMS/FBMS_clean/JPEGImages/cats02/00005.jpg,FBMS/FBMS_clean/OpticalFlowRaftSintel/cats02/00005.flo,FBMS/FBMS_clean/OpticalFlowRaftSintel/cats02/00005.flo.png,,cats02,5,FBMS/FBMS_clean/DINO/dino_vits8//cats02/00005.jpg_202x360.npy
750,FBMS/FBMS_clean/JPEGImages/cats02/00006.jpg,FBMS/FBMS_clean/OpticalFlowRaftSintel/cats02/00006.flo,FBMS/FBMS_clean/OpticalFlowRaftSintel/cats02/00006.flo.png,,cats02,6,FBMS/FBMS_clean/DINO/dino_vits8//cats02/00006.jpg_202x360.npy
751,FBMS/FBMS_clean/JPEGImages/cats02/00007.jpg,FBMS/FBMS_clean/OpticalFlowRaftSintel/cats02/00007.flo,FBMS/FBMS_clean/OpticalFlowRaftSintel/cats02/00007.flo.png,,cats02,7,FBMS/FBMS_clean/DINO/dino_vits8//cats02/00007.jpg_202x360.npy
752,FBMS/FBMS_clean/JPEGImages/cats02/00008.jpg,FBMS/FBMS_clean/OpticalFlowRaftSintel/cats02/00008.flo,FBMS/FBMS_clean/OpticalFlowRaftSintel/cats02/00008.flo.png,,cats02,8,FBMS/FBMS_clean/DINO/dino_vits8//cats02/00008.jpg_202x360.npy
753,FBMS/FBMS_clean/JPEGImages/cats02/00009.jpg,FBMS/FBMS_clean/OpticalFlowRaftSintel/cats02/00009.flo,FBMS/FBMS_clean/OpticalFlowRaftSintel/cats02/00009.flo.png,,cats02,9,FBMS/FBMS_clean/DINO/dino_vits8//cats02/00009.jpg_202x360.npy
754,FBMS/FBMS_clean/JPEGImages/cats02/00010.jpg,FBMS/FBMS_clean/OpticalFlowRaftSintel/cats02/00010.flo,FBMS/FBMS_clean/OpticalFlowRaftSintel/cats02/00010.flo.png,,cats02,10,FBMS/FBMS_clean/DINO/dino_vits8//cats02/00010.jpg_202x360.npy
755,FBMS/FBMS_clean/JPEGImages/cats02/00011.jpg,FBMS/FBMS_clean/OpticalFlowRaftSintel/cats02/00011.flo,FBMS/FBMS_clean/OpticalFlowRaftSintel/cats02/00011.flo.png,,cats02,11,FBMS/FBMS_clean/DINO/dino_vits8//cats02/00011.jpg_202x360.npy
756,FBMS/FBMS_clean/JPEGImages/cats02/00012.jpg,FBMS/FBMS_clean/OpticalFlowRaftSintel/cats02/00012.flo,FBMS/FBMS_clean/OpticalFlowRaftSintel/cats02/00012.flo.png,,cats02,12,FBMS/FBMS_clean/DINO/dino_vits8//cats02/00012.jpg_202x360.npy
757,FBMS/FBMS_clean/JPEGImages/cats02/00013.jpg,FBMS/FBMS_clean/OpticalFlowRaftSintel/cats02/00013.flo,FBMS/FBMS_clean/OpticalFlowRaftSintel/cats02/00013.flo.png,,cats02,13,FBMS/FBMS_clean/DINO/dino_vits8//cats02/00013.jpg_202x360.npy
758,FBMS/FBMS_clean/JPEGImages/cats02/00014.jpg,FBMS/FBMS_clean/OpticalFlowRaftSintel/cats02/00014.flo,FBMS/FBMS_clean/OpticalFlowRaftSintel/cats02/00014.flo.png,,cats02,14,FBMS/FBMS_clean/DINO/dino_vits8//cats02/00014.jpg_202x360.npy
759,FBMS/FBMS_clean/JPEGImages/cats02/00015.jpg,FBMS/FBMS_clean/OpticalFlowRaftSintel/cats02/00015.flo,FBMS/FBMS_clean/OpticalFlowRaftSintel/cats02/00015.flo.png,,cats02,15,FBMS/FBMS_clean/DINO/dino_vits8//cats02/00015.jpg_202x360.npy
760,FBMS/FBMS_clean/JPEGImages/cats02/00016.jpg,FBMS/FBMS_clean/OpticalFlowRaftSintel/cats02/00016.flo,FBMS/FBMS_clean/OpticalFlowRaftSintel/cats02/00016.flo.png,,cats02,16,FBMS/FBMS_clean/DINO/dino_vits8//cats02/00016.jpg_202x360.npy
761,FBMS/FBMS_clean/JPEGImages/cats02/00017.jpg,FBMS/FBMS_clean/OpticalFlowRaftSintel/cats02/00017.flo,FBMS/FBMS_clean/OpticalFlowRaftSintel/cats02/00017.flo.png,,cats02,17,FBMS/FBMS_clean/DINO/dino_vits8//cats02/00017.jpg_202x360.npy
762,FBMS/FBMS_clean/JPEGImages/cats02/00018.jpg,FBMS/FBMS_clean/OpticalFlowRaftSintel/cats02/00018.flo,FBMS/FBMS_clean/OpticalFlowRaftSintel/cats02/00018.flo.png,,cats02,18,FBMS/FBMS_clean/DINO/dino_vits8//cats02/00018.jpg_202x360.npy
763,FBMS/FBMS_clean/JPEGImages/cats02/00019.jpg,FBMS/FBMS_clean/OpticalFlowRaftSintel/cats02/00019.flo,FBMS/FBMS_clean/OpticalFlowRaftSintel/cats02/00019.flo.png,,cats02,19,FBMS/FBMS_clean/DINO/dino_vits8//cats02/00019.jpg_202x360.npy
764,FBMS/FBMS_clean/JPEGImages/cats02/00020.jpg,FBMS/FBMS_clean/OpticalFlowRaftSintel/cats02/00020.flo,FBMS/FBMS_clean/OpticalFlowRaftSintel/cats02/00020.flo.png,FBMS/FBMS_clean/Annotations/cats02/00020.png,cats02,20,FBMS/FBMS_clean/DINO/dino_vits8//cats02/00020.jpg_202x360.npy
765,FBMS/FBMS_clean/JPEGImages/cats02/00021.jpg,FBMS/FBMS_clean/OpticalFlowRaftSintel/cats02/00021.flo,FBMS/FBMS_clean/OpticalFlowRaftSintel/cats02/00021.flo.png,,cats02,21,FBMS/FBMS_clean/DINO/dino_vits8//cats02/00021.jpg_202x360.npy
766,FBMS/FBMS_clean/JPEGImages/cats02/00022.jpg,FBMS/FBMS_clean/OpticalFlowRaftSintel/cats02/00022.flo,FBMS/FBMS_clean/OpticalFlowRaftSintel/cats02/00022.flo.png,,cats02,22,FBMS/FBMS_clean/DINO/dino_vits8//cats02/00022.jpg_202x360.npy
767,FBMS/FBMS_clean/JPEGImages/cats02/00023.jpg,FBMS/FBMS_clean/OpticalFlowRaftSintel/cats02/00023.flo,FBMS/FBMS_clean/OpticalFlowRaftSintel/cats02/00023.flo.png,,cats02,23,FBMS/FBMS_clean/DINO/dino_vits8//cats02/00023.jpg_202x360.npy
768,FBMS/FBMS_clean/JPEGImages/cats02/00024.jpg,FBMS/FBMS_clean/OpticalFlowRaftSintel/cats02/00024.flo,FBMS/FBMS_clean/OpticalFlowRaftSintel/cats02/00024.flo.png,,cats02,24,FBMS/FBMS_clean/DINO/dino_vits8//cats02/00024.jpg_202x360.npy
769,FBMS/FBMS_clean/JPEGImages/cats02/00025.jpg,FBMS/FBMS_clean/OpticalFlowRaftSintel/cats02/00025.flo,FBMS/FBMS_clean/OpticalFlowRaftSintel/cats02/00025.flo.png,,cats02,25,FBMS/FBMS_clean/DINO/dino_vits8//cats02/00025.jpg_202x360.npy
770,FBMS/FBMS_clean/JPEGImages/cats02/00026.jpg,FBMS/FBMS_clean/OpticalFlowRaftSintel/cats02/00026.flo,FBMS/FBMS_clean/OpticalFlowRaftSintel/cats02/00026.flo.png,,cats02,26,FBMS/FBMS_clean/DINO/dino_vits8//cats02/00026.jpg_202x360.npy
771,FBMS/FBMS_clean/JPEGImages/cats02/00027.jpg,FBMS/FBMS_clean/OpticalFlowRaftSintel/cats02/00027.flo,FBMS/FBMS_clean/OpticalFlowRaftSintel/cats02/00027.flo.png,,cats02,27,FBMS/FBMS_clean/DINO/dino_vits8//cats02/00027.jpg_202x360.npy
772,FBMS/FBMS_clean/JPEGImages/cats02/00028.jpg,FBMS/FBMS_clean/OpticalFlowRaftSintel/cats02/00028.flo,FBMS/FBMS_clean/OpticalFlowRaftSintel/cats02/00028.flo.png,,cats02,28,FBMS/FBMS_clean/DINO/dino_vits8//cats02/00028.jpg_202x360.npy
773,FBMS/FBMS_clean/JPEGImages/cats02/00029.jpg,FBMS/FBMS_clean/OpticalFlowRaftSintel/cats02/00029.flo,FBMS/FBMS_clean/OpticalFlowRaftSintel/cats02/00029.flo.png,,cats02,29,FBMS/FBMS_clean/DINO/dino_vits8//cats02/00029.jpg_202x360.npy
774,FBMS/FBMS_clean/JPEGImages/cats02/00030.jpg,FBMS/FBMS_clean/OpticalFlowRaftSintel/cats02/00030.flo,FBMS/FBMS_clean/OpticalFlowRaftSintel/cats02/00030.flo.png,,cats02,30,FBMS/FBMS_clean/DINO/dino_vits8//cats02/00030.jpg_202x360.npy
775,FBMS/FBMS_clean/JPEGImages/cats02/00031.jpg,FBMS/FBMS_clean/OpticalFlowRaftSintel/cats02/00031.flo,FBMS/FBMS_clean/OpticalFlowRaftSintel/cats02/00031.flo.png,,cats02,31,FBMS/FBMS_clean/DINO/dino_vits8//cats02/00031.jpg_202x360.npy
776,FBMS/FBMS_clean/JPEGImages/cats02/00032.jpg,FBMS/FBMS_clean/OpticalFlowRaftSintel/cats02/00032.flo,FBMS/FBMS_clean/OpticalFlowRaftSintel/cats02/00032.flo.png,,cats02,32,FBMS/FBMS_clean/DINO/dino_vits8//cats02/00032.jpg_202x360.npy
777,FBMS/FBMS_clean/JPEGImages/cats02/00033.jpg,FBMS/FBMS_clean/OpticalFlowRaftSintel/cats02/00033.flo,FBMS/FBMS_clean/OpticalFlowRaftSintel/cats02/00033.flo.png,,cats02,33,FBMS/FBMS_clean/DINO/dino_vits8//cats02/00033.jpg_202x360.npy
778,FBMS/FBMS_clean/JPEGImages/cats02/00034.jpg,FBMS/FBMS_clean/OpticalFlowRaftSintel/cats02/00034.flo,FBMS/FBMS_clean/OpticalFlowRaftSintel/cats02/00034.flo.png,,cats02,34,FBMS/FBMS_clean/DINO/dino_vits8//cats02/00034.jpg_202x360.npy
779,FBMS/FBMS_clean/JPEGImages/cats02/00035.jpg,FBMS/FBMS_clean/OpticalFlowRaftSintel/cats02/00035.flo,FBMS/FBMS_clean/OpticalFlowRaftSintel/cats02/00035.flo.png,,cats02,35,FBMS/FBMS_clean/DINO/dino_vits8//cats02/00035.jpg_202x360.npy
780,FBMS/FBMS_clean/JPEGImages/cats02/00036.jpg,FBMS/FBMS_clean/OpticalFlowRaftSintel/cats02/00036.flo,FBMS/FBMS_clean/OpticalFlowRaftSintel/cats02/00036.flo.png,,cats02,36,FBMS/FBMS_clean/DINO/dino_vits8//cats02/00036.jpg_202x360.npy
781,FBMS/FBMS_clean/JPEGImages/cats02/00037.jpg,FBMS/FBMS_clean/OpticalFlowRaftSintel/cats02/00037.flo,FBMS/FBMS_clean/OpticalFlowRaftSintel/cats02/00037.flo.png,,cats02,37,FBMS/FBMS_clean/DINO/dino_vits8//cats02/00037.jpg_202x360.npy
782,FBMS/FBMS_clean/JPEGImages/cats02/00038.jpg,FBMS/FBMS_clean/OpticalFlowRaftSintel/cats02/00038.flo,FBMS/FBMS_clean/OpticalFlowRaftSintel/cats02/00038.flo.png,,cats02,38,FBMS/FBMS_clean/DINO/dino_vits8//cats02/00038.jpg_202x360.npy
783,FBMS/FBMS_clean/JPEGImages/cats02/00039.jpg,FBMS/FBMS_clean/OpticalFlowRaftSintel/cats02/00039.flo,FBMS/FBMS_clean/OpticalFlowRaftSintel/cats02/00039.flo.png,,cats02,39,FBMS/FBMS_clean/DINO/dino_vits8//cats02/00039.jpg_202x360.npy
784,FBMS/FBMS_clean/JPEGImages/cats02/00040.jpg,FBMS/FBMS_clean/OpticalFlowRaftSintel/cats02/00040.flo,FBMS/FBMS_clean/OpticalFlowRaftSintel/cats02/00040.flo.png,FBMS/FBMS_clean/Annotations/cats02/00040.png,cats02,40,FBMS/FBMS_clean/DINO/dino_vits8//cats02/00040.jpg_202x360.npy
785,FBMS/FBMS_clean/JPEGImages/cats02/00041.jpg,FBMS/FBMS_clean/OpticalFlowRaftSintel/cats02/00041.flo,FBMS/FBMS_clean/OpticalFlowRaftSintel/cats02/00041.flo.png,,cats02,41,FBMS/FBMS_clean/DINO/dino_vits8//cats02/00041.jpg_202x360.npy
786,FBMS/FBMS_clean/JPEGImages/cats02/00042.jpg,FBMS/FBMS_clean/OpticalFlowRaftSintel/cats02/00042.flo,FBMS/FBMS_clean/OpticalFlowRaftSintel/cats02/00042.flo.png,,cats02,42,FBMS/FBMS_clean/DINO/dino_vits8//cats02/00042.jpg_202x360.npy
787,FBMS/FBMS_clean/JPEGImages/cats02/00043.jpg,FBMS/FBMS_clean/OpticalFlowRaftSintel/cats02/00043.flo,FBMS/FBMS_clean/OpticalFlowRaftSintel/cats02/00043.flo.png,,cats02,43,FBMS/FBMS_clean/DINO/dino_vits8//cats02/00043.jpg_202x360.npy
788,FBMS/FBMS_clean/JPEGImages/cats02/00044.jpg,FBMS/FBMS_clean/OpticalFlowRaftSintel/cats02/00044.flo,FBMS/FBMS_clean/OpticalFlowRaftSintel/cats02/00044.flo.png,,cats02,44,FBMS/FBMS_clean/DINO/dino_vits8//cats02/00044.jpg_202x360.npy
789,FBMS/FBMS_clean/JPEGImages/cats02/00045.jpg,FBMS/FBMS_clean/OpticalFlowRaftSintel/cats02/00045.flo,FBMS/FBMS_clean/OpticalFlowRaftSintel/cats02/00045.flo.png,,cats02,45,FBMS/FBMS_clean/DINO/dino_vits8//cats02/00045.jpg_202x360.npy
790,FBMS/FBMS_clean/JPEGImages/cats02/00046.jpg,FBMS/FBMS_clean/OpticalFlowRaftSintel/cats02/00046.flo,FBMS/FBMS_clean/OpticalFlowRaftSintel/cats02/00046.flo.png,,cats02,46,FBMS/FBMS_clean/DINO/dino_vits8//cats02/00046.jpg_202x360.npy
791,FBMS/FBMS_clean/JPEGImages/cats02/00047.jpg,FBMS/FBMS_clean/OpticalFlowRaftSintel/cats02/00047.flo,FBMS/FBMS_clean/OpticalFlowRaftSintel/cats02/00047.flo.png,,cats02,47,FBMS/FBMS_clean/DINO/dino_vits8//cats02/00047.jpg_202x360.npy
792,FBMS/FBMS_clean/JPEGImages/cats02/00048.jpg,FBMS/FBMS_clean/OpticalFlowRaftSintel/cats02/00048.flo,FBMS/FBMS_clean/OpticalFlowRaftSintel/cats02/00048.flo.png,,cats02,48,FBMS/FBMS_clean/DINO/dino_vits8//cats02/00048.jpg_202x360.npy
793,FBMS/FBMS_clean/JPEGImages/cats02/00049.jpg,FBMS/FBMS_clean/OpticalFlowRaftSintel/cats02/00049.flo,FBMS/FBMS_clean/OpticalFlowRaftSintel/cats02/00049.flo.png,,cats02,49,FBMS/FBMS_clean/DINO/dino_vits8//cats02/00049.jpg_202x360.npy
794,FBMS/FBMS_clean/JPEGImages/cats02/00050.jpg,FBMS/FBMS_clean/OpticalFlowRaftSintel/cats02/00050.flo,FBMS/FBMS_clean/OpticalFlowRaftSintel/cats02/00050.flo.png,,cats02,50,FBMS/FBMS_clean/DINO/dino_vits8//cats02/00050.jpg_202x360.npy
795,FBMS/FBMS_clean/JPEGImages/cats02/00051.jpg,FBMS/FBMS_clean/OpticalFlowRaftSintel/cats02/00051.flo,FBMS/FBMS_clean/OpticalFlowRaftSintel/cats02/00051.flo.png,,cats02,51,FBMS/FBMS_clean/DINO/dino_vits8//cats02/00051.jpg_202x360.npy
796,FBMS/FBMS_clean/JPEGImages/cats02/00052.jpg,FBMS/FBMS_clean/OpticalFlowRaftSintel/cats02/00052.flo,FBMS/FBMS_clean/OpticalFlowRaftSintel/cats02/00052.flo.png,,cats02,52,FBMS/FBMS_clean/DINO/dino_vits8//cats02/00052.jpg_202x360.npy
797,FBMS/FBMS_clean/JPEGImages/cats02/00053.jpg,FBMS/FBMS_clean/OpticalFlowRaftSintel/cats02/00053.flo,FBMS/FBMS_clean/OpticalFlowRaftSintel/cats02/00053.flo.png,,cats02,53,FBMS/FBMS_clean/DINO/dino_vits8//cats02/00053.jpg_202x360.npy
798,FBMS/FBMS_clean/JPEGImages/cats02/00054.jpg,FBMS/FBMS_clean/OpticalFlowRaftSintel/cats02/00054.flo,FBMS/FBMS_clean/OpticalFlowRaftSintel/cats02/00054.flo.png,,cats02,54,FBMS/FBMS_clean/DINO/dino_vits8//cats02/00054.jpg_202x360.npy
799,FBMS/FBMS_clean/JPEGImages/cats02/00055.jpg,FBMS/FBMS_clean/OpticalFlowRaftSintel/cats02/00055.flo,FBMS/FBMS_clean/OpticalFlowRaftSintel/cats02/00055.flo.png,,cats02,55,FBMS/FBMS_clean/DINO/dino_vits8//cats02/00055.jpg_202x360.npy
800,FBMS/FBMS_clean/JPEGImages/cats02/00056.jpg,FBMS/FBMS_clean/OpticalFlowRaftSintel/cats02/00056.flo,FBMS/FBMS_clean/OpticalFlowRaftSintel/cats02/00056.flo.png,,cats02,56,FBMS/FBMS_clean/DINO/dino_vits8//cats02/00056.jpg_202x360.npy
801,FBMS/FBMS_clean/JPEGImages/cats02/00057.jpg,FBMS/FBMS_clean/OpticalFlowRaftSintel/cats02/00057.flo,FBMS/FBMS_clean/OpticalFlowRaftSintel/cats02/00057.flo.png,,cats02,57,FBMS/FBMS_clean/DINO/dino_vits8//cats02/00057.jpg_202x360.npy
802,FBMS/FBMS_clean/JPEGImages/cats02/00058.jpg,FBMS/FBMS_clean/OpticalFlowRaftSintel/cats02/00058.flo,FBMS/FBMS_clean/OpticalFlowRaftSintel/cats02/00058.flo.png,,cats02,58,FBMS/FBMS_clean/DINO/dino_vits8//cats02/00058.jpg_202x360.npy
803,FBMS/FBMS_clean/JPEGImages/cats02/00059.jpg,FBMS/FBMS_clean/OpticalFlowRaftSintel/cats02/00059.flo,FBMS/FBMS_clean/OpticalFlowRaftSintel/cats02/00059.flo.png,,cats02,59,FBMS/FBMS_clean/DINO/dino_vits8//cats02/00059.jpg_202x360.npy
804,FBMS/FBMS_clean/JPEGImages/cats02/00060.jpg,FBMS/FBMS_clean/OpticalFlowRaftSintel/cats02/00060.flo,FBMS/FBMS_clean/OpticalFlowRaftSintel/cats02/00060.flo.png,FBMS/FBMS_clean/Annotations/cats02/00060.png,cats02,60,FBMS/FBMS_clean/DINO/dino_vits8//cats02/00060.jpg_202x360.npy
805,FBMS/FBMS_clean/JPEGImages/cats02/00061.jpg,FBMS/FBMS_clean/OpticalFlowRaftSintel/cats02/00061.flo,FBMS/FBMS_clean/OpticalFlowRaftSintel/cats02/00061.flo.png,,cats02,61,FBMS/FBMS_clean/DINO/dino_vits8//cats02/00061.jpg_202x360.npy
806,FBMS/FBMS_clean/JPEGImages/cats02/00062.jpg,FBMS/FBMS_clean/OpticalFlowRaftSintel/cats02/00062.flo,FBMS/FBMS_clean/OpticalFlowRaftSintel/cats02/00062.flo.png,,cats02,62,FBMS/FBMS_clean/DINO/dino_vits8//cats02/00062.jpg_202x360.npy
807,FBMS/FBMS_clean/JPEGImages/cats02/00063.jpg,FBMS/FBMS_clean/OpticalFlowRaftSintel/cats02/00063.flo,FBMS/FBMS_clean/OpticalFlowRaftSintel/cats02/00063.flo.png,,cats02,63,FBMS/FBMS_clean/DINO/dino_vits8//cats02/00063.jpg_202x360.npy
808,FBMS/FBMS_clean/JPEGImages/cats02/00064.jpg,FBMS/FBMS_clean/OpticalFlowRaftSintel/cats02/00064.flo,FBMS/FBMS_clean/OpticalFlowRaftSintel/cats02/00064.flo.png,,cats02,64,FBMS/FBMS_clean/DINO/dino_vits8//cats02/00064.jpg_202x360.npy
809,FBMS/FBMS_clean/JPEGImages/cats02/00065.jpg,FBMS/FBMS_clean/OpticalFlowRaftSintel/cats02/00065.flo,FBMS/FBMS_clean/OpticalFlowRaftSintel/cats02/00065.flo.png,,cats02,65,FBMS/FBMS_clean/DINO/dino_vits8//cats02/00065.jpg_202x360.npy
810,FBMS/FBMS_clean/JPEGImages/cats02/00066.jpg,FBMS/FBMS_clean/OpticalFlowRaftSintel/cats02/00066.flo,FBMS/FBMS_clean/OpticalFlowRaftSintel/cats02/00066.flo.png,,cats02,66,FBMS/FBMS_clean/DINO/dino_vits8//cats02/00066.jpg_202x360.npy
811,FBMS/FBMS_clean/JPEGImages/cats02/00067.jpg,FBMS/FBMS_clean/OpticalFlowRaftSintel/cats02/00067.flo,FBMS/FBMS_clean/OpticalFlowRaftSintel/cats02/00067.flo.png,,cats02,67,FBMS/FBMS_clean/DINO/dino_vits8//cats02/00067.jpg_202x360.npy
812,FBMS/FBMS_clean/JPEGImages/cats02/00068.jpg,FBMS/FBMS_clean/OpticalFlowRaftSintel/cats02/00068.flo,FBMS/FBMS_clean/OpticalFlowRaftSintel/cats02/00068.flo.png,,cats02,68,FBMS/FBMS_clean/DINO/dino_vits8//cats02/00068.jpg_202x360.npy
813,FBMS/FBMS_clean/JPEGImages/cats02/00069.jpg,FBMS/FBMS_clean/OpticalFlowRaftSintel/cats02/00069.flo,FBMS/FBMS_clean/OpticalFlowRaftSintel/cats02/00069.flo.png,,cats02,69,FBMS/FBMS_clean/DINO/dino_vits8//cats02/00069.jpg_202x360.npy
814,FBMS/FBMS_clean/JPEGImages/cats02/00070.jpg,FBMS/FBMS_clean/OpticalFlowRaftSintel/cats02/00070.flo,FBMS/FBMS_clean/OpticalFlowRaftSintel/cats02/00070.flo.png,,cats02,70,FBMS/FBMS_clean/DINO/dino_vits8//cats02/00070.jpg_202x360.npy
815,FBMS/FBMS_clean/JPEGImages/cats02/00071.jpg,FBMS/FBMS_clean/OpticalFlowRaftSintel/cats02/00071.flo,FBMS/FBMS_clean/OpticalFlowRaftSintel/cats02/00071.flo.png,,cats02,71,FBMS/FBMS_clean/DINO/dino_vits8//cats02/00071.jpg_202x360.npy
816,FBMS/FBMS_clean/JPEGImages/cats02/00072.jpg,FBMS/FBMS_clean/OpticalFlowRaftSintel/cats02/00072.flo,FBMS/FBMS_clean/OpticalFlowRaftSintel/cats02/00072.flo.png,,cats02,72,FBMS/FBMS_clean/DINO/dino_vits8//cats02/00072.jpg_202x360.npy
817,FBMS/FBMS_clean/JPEGImages/cats02/00073.jpg,FBMS/FBMS_clean/OpticalFlowRaftSintel/cats02/00073.flo,FBMS/FBMS_clean/OpticalFlowRaftSintel/cats02/00073.flo.png,,cats02,73,FBMS/FBMS_clean/DINO/dino_vits8//cats02/00073.jpg_202x360.npy
818,FBMS/FBMS_clean/JPEGImages/cats02/00074.jpg,FBMS/FBMS_clean/OpticalFlowRaftSintel/cats02/00074.flo,FBMS/FBMS_clean/OpticalFlowRaftSintel/cats02/00074.flo.png,,cats02,74,FBMS/FBMS_clean/DINO/dino_vits8//cats02/00074.jpg_202x360.npy
819,FBMS/FBMS_clean/JPEGImages/cats02/00075.jpg,FBMS/FBMS_clean/OpticalFlowRaftSintel/cats02/00075.flo,FBMS/FBMS_clean/OpticalFlowRaftSintel/cats02/00075.flo.png,,cats02,75,FBMS/FBMS_clean/DINO/dino_vits8//cats02/00075.jpg_202x360.npy
820,FBMS/FBMS_clean/JPEGImages/cats02/00076.jpg,FBMS/FBMS_clean/OpticalFlowRaftSintel/cats02/00076.flo,FBMS/FBMS_clean/OpticalFlowRaftSintel/cats02/00076.flo.png,,cats02,76,FBMS/FBMS_clean/DINO/dino_vits8//cats02/00076.jpg_202x360.npy
821,FBMS/FBMS_clean/JPEGImages/cats02/00077.jpg,FBMS/FBMS_clean/OpticalFlowRaftSintel/cats02/00077.flo,FBMS/FBMS_clean/OpticalFlowRaftSintel/cats02/00077.flo.png,,cats02,77,FBMS/FBMS_clean/DINO/dino_vits8//cats02/00077.jpg_202x360.npy
822,FBMS/FBMS_clean/JPEGImages/cats02/00078.jpg,FBMS/FBMS_clean/OpticalFlowRaftSintel/cats02/00078.flo,FBMS/FBMS_clean/OpticalFlowRaftSintel/cats02/00078.flo.png,,cats02,78,FBMS/FBMS_clean/DINO/dino_vits8//cats02/00078.jpg_202x360.npy
823,FBMS/FBMS_clean/JPEGImages/cats02/00079.jpg,FBMS/FBMS_clean/OpticalFlowRaftSintel/cats02/00079.flo,FBMS/FBMS_clean/OpticalFlowRaftSintel/cats02/00079.flo.png,,cats02,79,FBMS/FBMS_clean/DINO/dino_vits8//cats02/00079.jpg_202x360.npy
824,FBMS/FBMS_clean/JPEGImages/cats02/00080.jpg,FBMS/FBMS_clean/OpticalFlowRaftSintel/cats02/00080.flo,FBMS/FBMS_clean/OpticalFlowRaftSintel/cats02/00080.flo.png,FBMS/FBMS_clean/Annotations/cats02/00080.png,cats02,80,FBMS/FBMS_clean/DINO/dino_vits8//cats02/00080.jpg_202x360.npy
825,FBMS/FBMS_clean/JPEGImages/cats02/00081.jpg,FBMS/FBMS_clean/OpticalFlowRaftSintel/cats02/00081.flo,FBMS/FBMS_clean/OpticalFlowRaftSintel/cats02/00081.flo.png,,cats02,81,FBMS/FBMS_clean/DINO/dino_vits8//cats02/00081.jpg_202x360.npy
826,FBMS/FBMS_clean/JPEGImages/cats02/00082.jpg,FBMS/FBMS_clean/OpticalFlowRaftSintel/cats02/00082.flo,FBMS/FBMS_clean/OpticalFlowRaftSintel/cats02/00082.flo.png,,cats02,82,FBMS/FBMS_clean/DINO/dino_vits8//cats02/00082.jpg_202x360.npy
