Image,GtMask,Flow,FlowRGB,Sequence,Sequence_Index,Dino
DAVIS/JPEGImages/480p/car-turn/00057.jpg,DAVIS/Annotations/480p/car-turn/00057.png,DAVIS/OpticalFlow020321/480p/car-turn/00057.flo,DAVIS/OpticalFlow020321/480p/car-turn/00057.flo.png,car-turn,57,DAVIS/DINO/dino_vits8//480p/car-turn/00057.jpg_240x427.npy
DAVIS/JPEGImages/480p/car-turn/00058.jpg,DAVIS/Annotations/480p/car-turn/00058.png,DAVIS/OpticalFlow020321/480p/car-turn/00058.flo,DAVIS/OpticalFlow020321/480p/car-turn/00058.flo.png,car-turn,58,DAVIS/DINO/dino_vits8//480p/car-turn/00058.jpg_240x427.npy
DAVIS/JPEGImages/480p/car-turn/00059.jpg,DAVIS/Annotations/480p/car-turn/00059.png,DAVIS/OpticalFlow020321/480p/car-turn/00059.flo,DAVIS/OpticalFlow020321/480p/car-turn/00059.flo.png,car-turn,59,DAVIS/DINO/dino_vits8//480p/car-turn/00059.jpg_240x427.npy
DAVIS/JPEGImages/480p/car-turn/00060.jpg,DAVIS/Annotations/480p/car-turn/00060.png,DAVIS/OpticalFlow020321/480p/car-turn/00060.flo,DAVIS/OpticalFlow020321/480p/car-turn/00060.flo.png,car-turn,60,DAVIS/DINO/dino_vits8//480p/car-turn/00060.jpg_240x427.npy
DAVIS/JPEGImages/480p/car-turn/00061.jpg,DAVIS/Annotations/480p/car-turn/00061.png,DAVIS/OpticalFlow020321/480p/car-turn/00061.flo,DAVIS/OpticalFlow020321/480p/car-turn/00061.flo.png,car-turn,61,DAVIS/DINO/dino_vits8//480p/car-turn/00061.jpg_240x427.npy
DAVIS/JPEGImages/480p/car-turn/00062.jpg,DAVIS/Annotations/480p/car-turn/00062.png,DAVIS/OpticalFlow020321/480p/car-turn/00062.flo,DAVIS/OpticalFlow020321/480p/car-turn/00062.flo.png,car-turn,62,DAVIS/DINO/dino_vits8//480p/car-turn/00062.jpg_240x427.npy
DAVIS/JPEGImages/480p/car-turn/00063.jpg,DAVIS/Annotations/480p/car-turn/00063.png,DAVIS/OpticalFlow020321/480p/car-turn/00063.flo,DAVIS/OpticalFlow020321/480p/car-turn/00063.flo.png,car-turn,63,DAVIS/DINO/dino_vits8//480p/car-turn/00063.jpg_240x427.npy
DAVIS/JPEGImages/480p/car-turn/00064.jpg,DAVIS/Annotations/480p/car-turn/00064.png,DAVIS/OpticalFlow020321/480p/car-turn/00064.flo,DAVIS/OpticalFlow020321/480p/car-turn/00064.flo.png,car-turn,64,DAVIS/DINO/dino_vits8//480p/car-turn/00064.jpg_240x427.npy
DAVIS/JPEGImages/480p/car-turn/00065.jpg,DAVIS/Annotations/480p/car-turn/00065.png,DAVIS/OpticalFlow020321/480p/car-turn/00065.flo,DAVIS/OpticalFlow020321/480p/car-turn/00065.flo.png,car-turn,65,DAVIS/DINO/dino_vits8//480p/car-turn/00065.jpg_240x427.npy
DAVIS/JPEGImages/480p/car-turn/00066.jpg,DAVIS/Annotations/480p/car-turn/00066.png,DAVIS/OpticalFlow020321/480p/car-turn/00066.flo,DAVIS/OpticalFlow020321/480p/car-turn/00066.flo.png,car-turn,66,DAVIS/DINO/dino_vits8//480p/car-turn/00066.jpg_240x427.npy
DAVIS/JPEGImages/480p/car-turn/00067.jpg,DAVIS/Annotations/480p/car-turn/00067.png,DAVIS/OpticalFlow020321/480p/car-turn/00067.flo,DAVIS/OpticalFlow020321/480p/car-turn/00067.flo.png,car-turn,67,DAVIS/DINO/dino_vits8//480p/car-turn/00067.jpg_240x427.npy
DAVIS/JPEGImages/480p/car-turn/00068.jpg,DAVIS/Annotations/480p/car-turn/00068.png,DAVIS/OpticalFlow020321/480p/car-turn/00068.flo,DAVIS/OpticalFlow020321/480p/car-turn/00068.flo.png,car-turn,68,DAVIS/DINO/dino_vits8//480p/car-turn/00068.jpg_240x427.npy
DAVIS/JPEGImages/480p/car-turn/00069.jpg,DAVIS/Annotations/480p/car-turn/00069.png,DAVIS/OpticalFlow020321/480p/car-turn/00069.flo,DAVIS/OpticalFlow020321/480p/car-turn/00069.flo.png,car-turn,69,DAVIS/DINO/dino_vits8//480p/car-turn/00069.jpg_240x427.npy
DAVIS/JPEGImages/480p/car-turn/00070.jpg,DAVIS/Annotations/480p/car-turn/00070.png,DAVIS/OpticalFlow020321/480p/car-turn/00070.flo,DAVIS/OpticalFlow020321/480p/car-turn/00070.flo.png,car-turn,70,DAVIS/DINO/dino_vits8//480p/car-turn/00070.jpg_240x427.npy
DAVIS/JPEGImages/480p/car-turn/00071.jpg,DAVIS/Annotations/480p/car-turn/00071.png,DAVIS/OpticalFlow020321/480p/car-turn/00071.flo,DAVIS/OpticalFlow020321/480p/car-turn/00071.flo.png,car-turn,71,DAVIS/DINO/dino_vits8//480p/car-turn/00071.jpg_240x427.npy
DAVIS/JPEGImages/480p/car-turn/00072.jpg,DAVIS/Annotations/480p/car-turn/00072.png,DAVIS/OpticalFlow020321/480p/car-turn/00072.flo,DAVIS/OpticalFlow020321/480p/car-turn/00072.flo.png,car-turn,72,DAVIS/DINO/dino_vits8//480p/car-turn/00072.jpg_240x427.npy
DAVIS/JPEGImages/480p/car-turn/00073.jpg,DAVIS/Annotations/480p/car-turn/00073.png,DAVIS/OpticalFlow020321/480p/car-turn/00073.flo,DAVIS/OpticalFlow020321/480p/car-turn/00073.flo.png,car-turn,73,DAVIS/DINO/dino_vits8//480p/car-turn/00073.jpg_240x427.npy
DAVIS/JPEGImages/480p/car-turn/00074.jpg,DAVIS/Annotations/480p/car-turn/00074.png,DAVIS/OpticalFlow020321/480p/car-turn/00074.flo,DAVIS/OpticalFlow020321/480p/car-turn/00074.flo.png,car-turn,74,DAVIS/DINO/dino_vits8//480p/car-turn/00074.jpg_240x427.npy
DAVIS/JPEGImages/480p/car-turn/00075.jpg,DAVIS/Annotations/480p/car-turn/00075.png,DAVIS/OpticalFlow020321/480p/car-turn/00075.flo,DAVIS/OpticalFlow020321/480p/car-turn/00075.flo.png,car-turn,75,DAVIS/DINO/dino_vits8//480p/car-turn/00075.jpg_240x427.npy
DAVIS/JPEGImages/480p/car-turn/00076.jpg,DAVIS/Annotations/480p/car-turn/00076.png,DAVIS/OpticalFlow020321/480p/car-turn/00076.flo,DAVIS/OpticalFlow020321/480p/car-turn/00076.flo.png,car-turn,76,DAVIS/DINO/dino_vits8//480p/car-turn/00076.jpg_240x427.npy
DAVIS/JPEGImages/480p/car-turn/00077.jpg,DAVIS/Annotations/480p/car-turn/00077.png,DAVIS/OpticalFlow020321/480p/car-turn/00077.flo,DAVIS/OpticalFlow020321/480p/car-turn/00077.flo.png,car-turn,77,DAVIS/DINO/dino_vits8//480p/car-turn/00077.jpg_240x427.npy
DAVIS/JPEGImages/480p/car-turn/00078.jpg,DAVIS/Annotations/480p/car-turn/00078.png,DAVIS/OpticalFlow020321/480p/car-turn/00078.flo,DAVIS/OpticalFlow020321/480p/car-turn/00078.flo.png,car-turn,78,DAVIS/DINO/dino_vits8//480p/car-turn/00078.jpg_240x427.npy
DAVIS/JPEGImages/480p/dance-jump/00000.jpg,DAVIS/Annotations/480p/dance-jump/00000.png,DAVIS/OpticalFlow020321/480p/dance-jump/00000.flo,DAVIS/OpticalFlow020321/480p/dance-jump/00000.flo.png,dance-jump,0,DAVIS/DINO/dino_vits8//480p/dance-jump/00000.jpg_240x427.npy
DAVIS/JPEGImages/480p/dance-jump/00001.jpg,DAVIS/Annotations/480p/dance-jump/00001.png,DAVIS/OpticalFlow020321/480p/dance-jump/00001.flo,DAVIS/OpticalFlow020321/480p/dance-jump/00001.flo.png,dance-jump,1,DAVIS/DINO/dino_vits8//480p/dance-jump/00001.jpg_240x427.npy
DAVIS/JPEGImages/480p/dance-jump/00002.jpg,DAVIS/Annotations/480p/dance-jump/00002.png,DAVIS/OpticalFlow020321/480p/dance-jump/00002.flo,DAVIS/OpticalFlow020321/480p/dance-jump/00002.flo.png,dance-jump,2,DAVIS/DINO/dino_vits8//480p/dance-jump/00002.jpg_240x427.npy
DAVIS/JPEGImages/480p/dance-jump/00003.jpg,DAVIS/Annotations/480p/dance-jump/00003.png,DAVIS/OpticalFlow020321/480p/dance-jump/00003.flo,DAVIS/OpticalFlow020321/480p/dance-jump/00003.flo.png,dance-jump,3,DAVIS/DINO/dino_vits8//480p/dance-jump/00003.jpg_240x427.npy
DAVIS/JPEGImages/480p/dance-jump/00004.jpg,DAVIS/Annotations/480p/dance-jump/00004.png,DAVIS/OpticalFlow020321/480p/dance-jump/00004.flo,DAVIS/OpticalFlow020321/480p/dance-jump/00004.flo.png,dance-jump,4,DAVIS/DINO/dino_vits8//480p/dance-jump/00004.jpg_240x427.npy
DAVIS/JPEGImages/480p/dance-jump/00005.jpg,DAVIS/Annotations/480p/dance-jump/00005.png,DAVIS/OpticalFlow020321/480p/dance-jump/00005.flo,DAVIS/OpticalFlow020321/480p/dance-jump/00005.flo.png,dance-jump,5,DAVIS/DINO/dino_vits8//480p/dance-jump/00005.jpg_240x427.npy
DAVIS/JPEGImages/480p/dance-jump/00006.jpg,DAVIS/Annotations/480p/dance-jump/00006.png,DAVIS/OpticalFlow020321/480p/dance-jump/00006.flo,DAVIS/OpticalFlow020321/480p/dance-jump/00006.flo.png,dance-jump,6,DAVIS/DINO/dino_vits8//480p/dance-jump/00006.jpg_240x427.npy
DAVIS/JPEGImages/480p/dance-jump/00007.jpg,DAVIS/Annotations/480p/dance-jump/00007.png,DAVIS/OpticalFlow020321/480p/dance-jump/00007.flo,DAVIS/OpticalFlow020321/480p/dance-jump/00007.flo.png,dance-jump,7,DAVIS/DINO/dino_vits8//480p/dance-jump/00007.jpg_240x427.npy
DAVIS/JPEGImages/480p/dance-jump/00008.jpg,DAVIS/Annotations/480p/dance-jump/00008.png,DAVIS/OpticalFlow020321/480p/dance-jump/00008.flo,DAVIS/OpticalFlow020321/480p/dance-jump/00008.flo.png,dance-jump,8,DAVIS/DINO/dino_vits8//480p/dance-jump/00008.jpg_240x427.npy
DAVIS/JPEGImages/480p/dance-jump/00009.jpg,DAVIS/Annotations/480p/dance-jump/00009.png,DAVIS/OpticalFlow020321/480p/dance-jump/00009.flo,DAVIS/OpticalFlow020321/480p/dance-jump/00009.flo.png,dance-jump,9,DAVIS/DINO/dino_vits8//480p/dance-jump/00009.jpg_240x427.npy
DAVIS/JPEGImages/480p/dance-jump/00010.jpg,DAVIS/Annotations/480p/dance-jump/00010.png,DAVIS/OpticalFlow020321/480p/dance-jump/00010.flo,DAVIS/OpticalFlow020321/480p/dance-jump/00010.flo.png,dance-jump,10,DAVIS/DINO/dino_vits8//480p/dance-jump/00010.jpg_240x427.npy
DAVIS/JPEGImages/480p/dance-jump/00011.jpg,DAVIS/Annotations/480p/dance-jump/00011.png,DAVIS/OpticalFlow020321/480p/dance-jump/00011.flo,DAVIS/OpticalFlow020321/480p/dance-jump/00011.flo.png,dance-jump,11,DAVIS/DINO/dino_vits8//480p/dance-jump/00011.jpg_240x427.npy
DAVIS/JPEGImages/480p/dance-jump/00012.jpg,DAVIS/Annotations/480p/dance-jump/00012.png,DAVIS/OpticalFlow020321/480p/dance-jump/00012.flo,DAVIS/OpticalFlow020321/480p/dance-jump/00012.flo.png,dance-jump,12,DAVIS/DINO/dino_vits8//480p/dance-jump/00012.jpg_240x427.npy
DAVIS/JPEGImages/480p/dance-jump/00013.jpg,DAVIS/Annotations/480p/dance-jump/00013.png,DAVIS/OpticalFlow020321/480p/dance-jump/00013.flo,DAVIS/OpticalFlow020321/480p/dance-jump/00013.flo.png,dance-jump,13,DAVIS/DINO/dino_vits8//480p/dance-jump/00013.jpg_240x427.npy
DAVIS/JPEGImages/480p/dance-jump/00014.jpg,DAVIS/Annotations/480p/dance-jump/00014.png,DAVIS/OpticalFlow020321/480p/dance-jump/00014.flo,DAVIS/OpticalFlow020321/480p/dance-jump/00014.flo.png,dance-jump,14,DAVIS/DINO/dino_vits8//480p/dance-jump/00014.jpg_240x427.npy
DAVIS/JPEGImages/480p/dance-jump/00015.jpg,DAVIS/Annotations/480p/dance-jump/00015.png,DAVIS/OpticalFlow020321/480p/dance-jump/00015.flo,DAVIS/OpticalFlow020321/480p/dance-jump/00015.flo.png,dance-jump,15,DAVIS/DINO/dino_vits8//480p/dance-jump/00015.jpg_240x427.npy
DAVIS/JPEGImages/480p/dance-jump/00016.jpg,DAVIS/Annotations/480p/dance-jump/00016.png,DAVIS/OpticalFlow020321/480p/dance-jump/00016.flo,DAVIS/OpticalFlow020321/480p/dance-jump/00016.flo.png,dance-jump,16,DAVIS/DINO/dino_vits8//480p/dance-jump/00016.jpg_240x427.npy
DAVIS/JPEGImages/480p/dance-jump/00017.jpg,DAVIS/Annotations/480p/dance-jump/00017.png,DAVIS/OpticalFlow020321/480p/dance-jump/00017.flo,DAVIS/OpticalFlow020321/480p/dance-jump/00017.flo.png,dance-jump,17,DAVIS/DINO/dino_vits8//480p/dance-jump/00017.jpg_240x427.npy
DAVIS/JPEGImages/480p/dance-jump/00018.jpg,DAVIS/Annotations/480p/dance-jump/00018.png,DAVIS/OpticalFlow020321/480p/dance-jump/00018.flo,DAVIS/OpticalFlow020321/480p/dance-jump/00018.flo.png,dance-jump,18,DAVIS/DINO/dino_vits8//480p/dance-jump/00018.jpg_240x427.npy
DAVIS/JPEGImages/480p/dance-jump/00019.jpg,DAVIS/Annotations/480p/dance-jump/00019.png,DAVIS/OpticalFlow020321/480p/dance-jump/00019.flo,DAVIS/OpticalFlow020321/480p/dance-jump/00019.flo.png,dance-jump,19,DAVIS/DINO/dino_vits8//480p/dance-jump/00019.jpg_240x427.npy
DAVIS/JPEGImages/480p/dance-jump/00020.jpg,DAVIS/Annotations/480p/dance-jump/00020.png,DAVIS/OpticalFlow020321/480p/dance-jump/00020.flo,DAVIS/OpticalFlow020321/480p/dance-jump/00020.flo.png,dance-jump,20,DAVIS/DINO/dino_vits8//480p/dance-jump/00020.jpg_240x427.npy
DAVIS/JPEGImages/480p/dance-jump/00021.jpg,DAVIS/Annotations/480p/dance-jump/00021.png,DAVIS/OpticalFlow020321/480p/dance-jump/00021.flo,DAVIS/OpticalFlow020321/480p/dance-jump/00021.flo.png,dance-jump,21,DAVIS/DINO/dino_vits8//480p/dance-jump/00021.jpg_240x427.npy
DAVIS/JPEGImages/480p/dance-jump/00022.jpg,DAVIS/Annotations/480p/dance-jump/00022.png,DAVIS/OpticalFlow020321/480p/dance-jump/00022.flo,DAVIS/OpticalFlow020321/480p/dance-jump/00022.flo.png,dance-jump,22,DAVIS/DINO/dino_vits8//480p/dance-jump/00022.jpg_240x427.npy
DAVIS/JPEGImages/480p/dance-jump/00023.jpg,DAVIS/Annotations/480p/dance-jump/00023.png,DAVIS/OpticalFlow020321/480p/dance-jump/00023.flo,DAVIS/OpticalFlow020321/480p/dance-jump/00023.flo.png,dance-jump,23,DAVIS/DINO/dino_vits8//480p/dance-jump/00023.jpg_240x427.npy
DAVIS/JPEGImages/480p/dance-jump/00024.jpg,DAVIS/Annotations/480p/dance-jump/00024.png,DAVIS/OpticalFlow020321/480p/dance-jump/00024.flo,DAVIS/OpticalFlow020321/480p/dance-jump/00024.flo.png,dance-jump,24,DAVIS/DINO/dino_vits8//480p/dance-jump/00024.jpg_240x427.npy
DAVIS/JPEGImages/480p/dance-jump/00025.jpg,DAVIS/Annotations/480p/dance-jump/00025.png,DAVIS/OpticalFlow020321/480p/dance-jump/00025.flo,DAVIS/OpticalFlow020321/480p/dance-jump/00025.flo.png,dance-jump,25,DAVIS/DINO/dino_vits8//480p/dance-jump/00025.jpg_240x427.npy
DAVIS/JPEGImages/480p/dance-jump/00026.jpg,DAVIS/Annotations/480p/dance-jump/00026.png,DAVIS/OpticalFlow020321/480p/dance-jump/00026.flo,DAVIS/OpticalFlow020321/480p/dance-jump/00026.flo.png,dance-jump,26,DAVIS/DINO/dino_vits8//480p/dance-jump/00026.jpg_240x427.npy
DAVIS/JPEGImages/480p/dance-jump/00027.jpg,DAVIS/Annotations/480p/dance-jump/00027.png,DAVIS/OpticalFlow020321/480p/dance-jump/00027.flo,DAVIS/OpticalFlow020321/480p/dance-jump/00027.flo.png,dance-jump,27,DAVIS/DINO/dino_vits8//480p/dance-jump/00027.jpg_240x427.npy
DAVIS/JPEGImages/480p/dance-jump/00028.jpg,DAVIS/Annotations/480p/dance-jump/00028.png,DAVIS/OpticalFlow020321/480p/dance-jump/00028.flo,DAVIS/OpticalFlow020321/480p/dance-jump/00028.flo.png,dance-jump,28,DAVIS/DINO/dino_vits8//480p/dance-jump/00028.jpg_240x427.npy
DAVIS/JPEGImages/480p/dance-jump/00029.jpg,DAVIS/Annotations/480p/dance-jump/00029.png,DAVIS/OpticalFlow020321/480p/dance-jump/00029.flo,DAVIS/OpticalFlow020321/480p/dance-jump/00029.flo.png,dance-jump,29,DAVIS/DINO/dino_vits8//480p/dance-jump/00029.jpg_240x427.npy
DAVIS/JPEGImages/480p/dance-jump/00030.jpg,DAVIS/Annotations/480p/dance-jump/00030.png,DAVIS/OpticalFlow020321/480p/dance-jump/00030.flo,DAVIS/OpticalFlow020321/480p/dance-jump/00030.flo.png,dance-jump,30,DAVIS/DINO/dino_vits8//480p/dance-jump/00030.jpg_240x427.npy
DAVIS/JPEGImages/480p/dance-jump/00031.jpg,DAVIS/Annotations/480p/dance-jump/00031.png,DAVIS/OpticalFlow020321/480p/dance-jump/00031.flo,DAVIS/OpticalFlow020321/480p/dance-jump/00031.flo.png,dance-jump,31,DAVIS/DINO/dino_vits8//480p/dance-jump/00031.jpg_240x427.npy
DAVIS/JPEGImages/480p/dance-jump/00032.jpg,DAVIS/Annotations/480p/dance-jump/00032.png,DAVIS/OpticalFlow020321/480p/dance-jump/00032.flo,DAVIS/OpticalFlow020321/480p/dance-jump/00032.flo.png,dance-jump,32,DAVIS/DINO/dino_vits8//480p/dance-jump/00032.jpg_240x427.npy
DAVIS/JPEGImages/480p/dance-jump/00033.jpg,DAVIS/Annotations/480p/dance-jump/00033.png,DAVIS/OpticalFlow020321/480p/dance-jump/00033.flo,DAVIS/OpticalFlow020321/480p/dance-jump/00033.flo.png,dance-jump,33,DAVIS/DINO/dino_vits8//480p/dance-jump/00033.jpg_240x427.npy
DAVIS/JPEGImages/480p/dance-jump/00034.jpg,DAVIS/Annotations/480p/dance-jump/00034.png,DAVIS/OpticalFlow020321/480p/dance-jump/00034.flo,DAVIS/OpticalFlow020321/480p/dance-jump/00034.flo.png,dance-jump,34,DAVIS/DINO/dino_vits8//480p/dance-jump/00034.jpg_240x427.npy
DAVIS/JPEGImages/480p/dance-jump/00035.jpg,DAVIS/Annotations/480p/dance-jump/00035.png,DAVIS/OpticalFlow020321/480p/dance-jump/00035.flo,DAVIS/OpticalFlow020321/480p/dance-jump/00035.flo.png,dance-jump,35,DAVIS/DINO/dino_vits8//480p/dance-jump/00035.jpg_240x427.npy
DAVIS/JPEGImages/480p/dance-jump/00036.jpg,DAVIS/Annotations/480p/dance-jump/00036.png,DAVIS/OpticalFlow020321/480p/dance-jump/00036.flo,DAVIS/OpticalFlow020321/480p/dance-jump/00036.flo.png,dance-jump,36,DAVIS/DINO/dino_vits8//480p/dance-jump/00036.jpg_240x427.npy
DAVIS/JPEGImages/480p/dance-jump/00037.jpg,DAVIS/Annotations/480p/dance-jump/00037.png,DAVIS/OpticalFlow020321/480p/dance-jump/00037.flo,DAVIS/OpticalFlow020321/480p/dance-jump/00037.flo.png,dance-jump,37,DAVIS/DINO/dino_vits8//480p/dance-jump/00037.jpg_240x427.npy
DAVIS/JPEGImages/480p/dance-jump/00038.jpg,DAVIS/Annotations/480p/dance-jump/00038.png,DAVIS/OpticalFlow020321/480p/dance-jump/00038.flo,DAVIS/OpticalFlow020321/480p/dance-jump/00038.flo.png,dance-jump,38,DAVIS/DINO/dino_vits8//480p/dance-jump/00038.jpg_240x427.npy
DAVIS/JPEGImages/480p/dance-jump/00039.jpg,DAVIS/Annotations/480p/dance-jump/00039.png,DAVIS/OpticalFlow020321/480p/dance-jump/00039.flo,DAVIS/OpticalFlow020321/480p/dance-jump/00039.flo.png,dance-jump,39,DAVIS/DINO/dino_vits8//480p/dance-jump/00039.jpg_240x427.npy
DAVIS/JPEGImages/480p/dance-jump/00040.jpg,DAVIS/Annotations/480p/dance-jump/00040.png,DAVIS/OpticalFlow020321/480p/dance-jump/00040.flo,DAVIS/OpticalFlow020321/480p/dance-jump/00040.flo.png,dance-jump,40,DAVIS/DINO/dino_vits8//480p/dance-jump/00040.jpg_240x427.npy
DAVIS/JPEGImages/480p/dance-jump/00041.jpg,DAVIS/Annotations/480p/dance-jump/00041.png,DAVIS/OpticalFlow020321/480p/dance-jump/00041.flo,DAVIS/OpticalFlow020321/480p/dance-jump/00041.flo.png,dance-jump,41,DAVIS/DINO/dino_vits8//480p/dance-jump/00041.jpg_240x427.npy
DAVIS/JPEGImages/480p/dance-jump/00042.jpg,DAVIS/Annotations/480p/dance-jump/00042.png,DAVIS/OpticalFlow020321/480p/dance-jump/00042.flo,DAVIS/OpticalFlow020321/480p/dance-jump/00042.flo.png,dance-jump,42,DAVIS/DINO/dino_vits8//480p/dance-jump/00042.jpg_240x427.npy
DAVIS/JPEGImages/480p/dance-jump/00043.jpg,DAVIS/Annotations/480p/dance-jump/00043.png,DAVIS/OpticalFlow020321/480p/dance-jump/00043.flo,DAVIS/OpticalFlow020321/480p/dance-jump/00043.flo.png,dance-jump,43,DAVIS/DINO/dino_vits8//480p/dance-jump/00043.jpg_240x427.npy
DAVIS/JPEGImages/480p/dance-jump/00044.jpg,DAVIS/Annotations/480p/dance-jump/00044.png,DAVIS/OpticalFlow020321/480p/dance-jump/00044.flo,DAVIS/OpticalFlow020321/480p/dance-jump/00044.flo.png,dance-jump,44,DAVIS/DINO/dino_vits8//480p/dance-jump/00044.jpg_240x427.npy
DAVIS/JPEGImages/480p/dance-jump/00045.jpg,DAVIS/Annotations/480p/dance-jump/00045.png,DAVIS/OpticalFlow020321/480p/dance-jump/00045.flo,DAVIS/OpticalFlow020321/480p/dance-jump/00045.flo.png,dance-jump,45,DAVIS/DINO/dino_vits8//480p/dance-jump/00045.jpg_240x427.npy
DAVIS/JPEGImages/480p/dance-jump/00046.jpg,DAVIS/Annotations/480p/dance-jump/00046.png,DAVIS/OpticalFlow020321/480p/dance-jump/00046.flo,DAVIS/OpticalFlow020321/480p/dance-jump/00046.flo.png,dance-jump,46,DAVIS/DINO/dino_vits8//480p/dance-jump/00046.jpg_240x427.npy
DAVIS/JPEGImages/480p/dance-jump/00047.jpg,DAVIS/Annotations/480p/dance-jump/00047.png,DAVIS/OpticalFlow020321/480p/dance-jump/00047.flo,DAVIS/OpticalFlow020321/480p/dance-jump/00047.flo.png,dance-jump,47,DAVIS/DINO/dino_vits8//480p/dance-jump/00047.jpg_240x427.npy
DAVIS/JPEGImages/480p/dance-jump/00048.jpg,DAVIS/Annotations/480p/dance-jump/00048.png,DAVIS/OpticalFlow020321/480p/dance-jump/00048.flo,DAVIS/OpticalFlow020321/480p/dance-jump/00048.flo.png,dance-jump,48,DAVIS/DINO/dino_vits8//480p/dance-jump/00048.jpg_240x427.npy
DAVIS/JPEGImages/480p/dance-jump/00049.jpg,DAVIS/Annotations/480p/dance-jump/00049.png,DAVIS/OpticalFlow020321/480p/dance-jump/00049.flo,DAVIS/OpticalFlow020321/480p/dance-jump/00049.flo.png,dance-jump,49,DAVIS/DINO/dino_vits8//480p/dance-jump/00049.jpg_240x427.npy
DAVIS/JPEGImages/480p/dance-jump/00050.jpg,DAVIS/Annotations/480p/dance-jump/00050.png,DAVIS/OpticalFlow020321/480p/dance-jump/00050.flo,DAVIS/OpticalFlow020321/480p/dance-jump/00050.flo.png,dance-jump,50,DAVIS/DINO/dino_vits8//480p/dance-jump/00050.jpg_240x427.npy
DAVIS/JPEGImages/480p/dance-jump/00051.jpg,DAVIS/Annotations/480p/dance-jump/00051.png,DAVIS/OpticalFlow020321/480p/dance-jump/00051.flo,DAVIS/OpticalFlow020321/480p/dance-jump/00051.flo.png,dance-jump,51,DAVIS/DINO/dino_vits8//480p/dance-jump/00051.jpg_240x427.npy
DAVIS/JPEGImages/480p/dance-jump/00052.jpg,DAVIS/Annotations/480p/dance-jump/00052.png,DAVIS/OpticalFlow020321/480p/dance-jump/00052.flo,DAVIS/OpticalFlow020321/480p/dance-jump/00052.flo.png,dance-jump,52,DAVIS/DINO/dino_vits8//480p/dance-jump/00052.jpg_240x427.npy
DAVIS/JPEGImages/480p/dance-jump/00053.jpg,DAVIS/Annotations/480p/dance-jump/00053.png,DAVIS/OpticalFlow020321/480p/dance-jump/00053.flo,DAVIS/OpticalFlow020321/480p/dance-jump/00053.flo.png,dance-jump,53,DAVIS/DINO/dino_vits8//480p/dance-jump/00053.jpg_240x427.npy
DAVIS/JPEGImages/480p/dance-jump/00054.jpg,DAVIS/Annotations/480p/dance-jump/00054.png,DAVIS/OpticalFlow020321/480p/dance-jump/00054.flo,DAVIS/OpticalFlow020321/480p/dance-jump/00054.flo.png,dance-jump,54,DAVIS/DINO/dino_vits8//480p/dance-jump/00054.jpg_240x427.npy
DAVIS/JPEGImages/480p/dance-jump/00055.jpg,DAVIS/Annotations/480p/dance-jump/00055.png,DAVIS/OpticalFlow020321/480p/dance-jump/00055.flo,DAVIS/OpticalFlow020321/480p/dance-jump/00055.flo.png,dance-jump,55,DAVIS/DINO/dino_vits8//480p/dance-jump/00055.jpg_240x427.npy
DAVIS/JPEGImages/480p/dance-jump/00056.jpg,DAVIS/Annotations/480p/dance-jump/00056.png,DAVIS/OpticalFlow020321/480p/dance-jump/00056.flo,DAVIS/OpticalFlow020321/480p/dance-jump/00056.flo.png,dance-jump,56,DAVIS/DINO/dino_vits8//480p/dance-jump/00056.jpg_240x427.npy
DAVIS/JPEGImages/480p/dance-jump/00057.jpg,DAVIS/Annotations/480p/dance-jump/00057.png,DAVIS/OpticalFlow020321/480p/dance-jump/00057.flo,DAVIS/OpticalFlow020321/480p/dance-jump/00057.flo.png,dance-jump,57,DAVIS/DINO/dino_vits8//480p/dance-jump/00057.jpg_240x427.npy
DAVIS/JPEGImages/480p/dance-jump/00058.jpg,DAVIS/Annotations/480p/dance-jump/00058.png,DAVIS/OpticalFlow020321/480p/dance-jump/00058.flo,DAVIS/OpticalFlow020321/480p/dance-jump/00058.flo.png,dance-jump,58,DAVIS/DINO/dino_vits8//480p/dance-jump/00058.jpg_240x427.npy
DAVIS/JPEGImages/480p/dog-agility/00000.jpg,DAVIS/Annotations/480p/dog-agility/00000.png,DAVIS/OpticalFlow020321/480p/dog-agility/00000.flo,DAVIS/OpticalFlow020321/480p/dog-agility/00000.flo.png,dog-agility,0,DAVIS/DINO/dino_vits8//480p/dog-agility/00000.jpg_240x427.npy
DAVIS/JPEGImages/480p/dog-agility/00001.jpg,DAVIS/Annotations/480p/dog-agility/00001.png,DAVIS/OpticalFlow020321/480p/dog-agility/00001.flo,DAVIS/OpticalFlow020321/480p/dog-agility/00001.flo.png,dog-agility,1,DAVIS/DINO/dino_vits8//480p/dog-agility/00001.jpg_240x427.npy
DAVIS/JPEGImages/480p/dog-agility/00002.jpg,DAVIS/Annotations/480p/dog-agility/00002.png,DAVIS/OpticalFlow020321/480p/dog-agility/00002.flo,DAVIS/OpticalFlow020321/480p/dog-agility/00002.flo.png,dog-agility,2,DAVIS/DINO/dino_vits8//480p/dog-agility/00002.jpg_240x427.npy
