Unnamed: 0.1,Unnamed: 0,Image,Flow,FlowRGB,GtMask,Sequence,Sequence_Index,Dino
76,1109,FBMS/FBMS_clean/JPEGImages/cats07/00060.jpg,FBMS/FBMS_clean/OpticalFlowRaftSintel/cats07/00060.flo,FBMS/FBMS_clean/OpticalFlowRaftSintel/cats07/00060.flo.png,FBMS/FBMS_clean/Annotations/cats07/00060.png,cats07,60,FBMS/FBMS_clean/DINO/dino_vits8//cats07/00060.jpg_180x320.npy
77,1129,FBMS/FBMS_clean/JPEGImages/cats07/00080.jpg,FBMS/FBMS_clean/OpticalFlowRaftSintel/cats07/00080.flo,FBMS/FBMS_clean/OpticalFlowRaftSintel/cats07/00080.flo.png,FBMS/FBMS_clean/Annotations/cats07/00080.png,cats07,80,FBMS/FBMS_clean/DINO/dino_vits8//cats07/00080.jpg_180x320.npy
78,1149,FBMS/FBMS_clean/JPEGImages/cats07/00100.jpg,FBMS/FBMS_clean/OpticalFlowRaftSintel/cats07/00100.flo,FBMS/FBMS_clean/OpticalFlowRaftSintel/cats07/00100.flo.png,FBMS/FBMS_clean/Annotations/cats07/00100.png,cats07,100,FBMS/FBMS_clean/DINO/dino_vits8//cats07/00100.jpg_180x320.npy
79,1169,FBMS/FBMS_clean/JPEGImages/cats07/00120.jpg,FBMS/FBMS_clean/OpticalFlowRaftSintel/cats07/00120.flo,FBMS/FBMS_clean/OpticalFlowRaftSintel/cats07/00120.flo.png,FBMS/FBMS_clean/Annotations/cats07/00120.png,cats07,120,FBMS/FBMS_clean/DINO/dino_vits8//cats07/00120.jpg_180x320.npy
80,1189,FBMS/FBMS_clean/JPEGImages/cats07/00140.jpg,FBMS/FBMS_clean/OpticalFlowRaftSintel/cats07/00140.flo,FBMS/FBMS_clean/OpticalFlowRaftSintel/cats07/00140.flo.png,FBMS/FBMS_clean/Annotations/cats07/00140.png,cats07,140,FBMS/FBMS_clean/DINO/dino_vits8//cats07/00140.jpg_180x320.npy
81,1209,FBMS/FBMS_clean/JPEGImages/cats07/00160.jpg,FBMS/FBMS_clean/OpticalFlowRaftSintel/cats07/00160.flo,FBMS/FBMS_clean/OpticalFlowRaftSintel/cats07/00160.flo.png,FBMS/FBMS_clean/Annotations/cats07/00160.png,cats07,160,FBMS/FBMS_clean/DINO/dino_vits8//cats07/00160.jpg_180x320.npy
82,1229,FBMS/FBMS_clean/JPEGImages/cats07/00180.jpg,FBMS/FBMS_clean/OpticalFlowRaftSintel/cats07/00180.flo,FBMS/FBMS_clean/OpticalFlowRaftSintel/cats07/00180.flo.png,FBMS/FBMS_clean/Annotations/cats07/00180.png,cats07,180,FBMS/FBMS_clean/DINO/dino_vits8//cats07/00180.jpg_180x320.npy
83,1242,FBMS/FBMS_clean/JPEGImages/cats07/00193.jpg,FBMS/FBMS_clean/OpticalFlowRaftSintel/cats07/00193.flo,,FBMS/FBMS_clean/Annotations/cats07/00193.png,cats07,193,FBMS/FBMS_clean/DINO/dino_vits8//cats07/00193.jpg_180x320.npy
84,1243,FBMS/FBMS_clean/JPEGImages/ducks01/00001.jpg,FBMS/FBMS_clean/OpticalFlowRaftSintel/ducks01/00001.flo,FBMS/FBMS_clean/OpticalFlowRaftSintel/ducks01/00001.flo.png,FBMS/FBMS_clean/Annotations/ducks01/00001.png,ducks01,1,FBMS/FBMS_clean/DINO/dino_vits8//ducks01/00001.jpg_270x480.npy
85,1262,FBMS/FBMS_clean/JPEGImages/ducks01/00020.jpg,FBMS/FBMS_clean/OpticalFlowRaftSintel/ducks01/00020.flo,FBMS/FBMS_clean/OpticalFlowRaftSintel/ducks01/00020.flo.png,FBMS/FBMS_clean/Annotations/ducks01/00020.png,ducks01,20,FBMS/FBMS_clean/DINO/dino_vits8//ducks01/00020.jpg_270x480.npy
86,1282,FBMS/FBMS_clean/JPEGImages/ducks01/00040.jpg,FBMS/FBMS_clean/OpticalFlowRaftSintel/ducks01/00040.flo,FBMS/FBMS_clean/OpticalFlowRaftSintel/ducks01/00040.flo.png,FBMS/FBMS_clean/Annotations/ducks01/00040.png,ducks01,40,FBMS/FBMS_clean/DINO/dino_vits8//ducks01/00040.jpg_270x480.npy
87,1302,FBMS/FBMS_clean/JPEGImages/ducks01/00060.jpg,FBMS/FBMS_clean/OpticalFlowRaftSintel/ducks01/00060.flo,FBMS/FBMS_clean/OpticalFlowRaftSintel/ducks01/00060.flo.png,FBMS/FBMS_clean/Annotations/ducks01/00060.png,ducks01,60,FBMS/FBMS_clean/DINO/dino_vits8//ducks01/00060.jpg_270x480.npy
88,1322,FBMS/FBMS_clean/JPEGImages/ducks01/00080.jpg,FBMS/FBMS_clean/OpticalFlowRaftSintel/ducks01/00080.flo,FBMS/FBMS_clean/OpticalFlowRaftSintel/ducks01/00080.flo.png,FBMS/FBMS_clean/Annotations/ducks01/00080.png,ducks01,80,FBMS/FBMS_clean/DINO/dino_vits8//ducks01/00080.jpg_270x480.npy
89,1342,FBMS/FBMS_clean/JPEGImages/ducks01/00100.jpg,FBMS/FBMS_clean/OpticalFlowRaftSintel/ducks01/00100.flo,FBMS/FBMS_clean/OpticalFlowRaftSintel/ducks01/00100.flo.png,FBMS/FBMS_clean/Annotations/ducks01/00100.png,ducks01,100,FBMS/FBMS_clean/DINO/dino_vits8//ducks01/00100.jpg_270x480.npy
90,1362,FBMS/FBMS_clean/JPEGImages/ducks01/00120.jpg,FBMS/FBMS_clean/OpticalFlowRaftSintel/ducks01/00120.flo,FBMS/FBMS_clean/OpticalFlowRaftSintel/ducks01/00120.flo.png,FBMS/FBMS_clean/Annotations/ducks01/00120.png,ducks01,120,FBMS/FBMS_clean/DINO/dino_vits8//ducks01/00120.jpg_270x480.npy
91,1382,FBMS/FBMS_clean/JPEGImages/ducks01/00140.jpg,FBMS/FBMS_clean/OpticalFlowRaftSintel/ducks01/00140.flo,FBMS/FBMS_clean/OpticalFlowRaftSintel/ducks01/00140.flo.png,FBMS/FBMS_clean/Annotations/ducks01/00140.png,ducks01,140,FBMS/FBMS_clean/DINO/dino_vits8//ducks01/00140.jpg_270x480.npy
92,1402,FBMS/FBMS_clean/JPEGImages/ducks01/00160.jpg,FBMS/FBMS_clean/OpticalFlowRaftSintel/ducks01/00160.flo,FBMS/FBMS_clean/OpticalFlowRaftSintel/ducks01/00160.flo.png,FBMS/FBMS_clean/Annotations/ducks01/00160.png,ducks01,160,FBMS/FBMS_clean/DINO/dino_vits8//ducks01/00160.jpg_270x480.npy
93,1422,FBMS/FBMS_clean/JPEGImages/ducks01/00180.jpg,FBMS/FBMS_clean/OpticalFlowRaftSintel/ducks01/00180.flo,FBMS/FBMS_clean/OpticalFlowRaftSintel/ducks01/00180.flo.png,FBMS/FBMS_clean/Annotations/ducks01/00180.png,ducks01,180,FBMS/FBMS_clean/DINO/dino_vits8//ducks01/00180.jpg_270x480.npy
94,1442,FBMS/FBMS_clean/JPEGImages/ducks01/00200.jpg,FBMS/FBMS_clean/OpticalFlowRaftSintel/ducks01/00200.flo,FBMS/FBMS_clean/OpticalFlowRaftSintel/ducks01/00200.flo.png,FBMS/FBMS_clean/Annotations/ducks01/00200.png,ducks01,200,FBMS/FBMS_clean/DINO/dino_vits8//ducks01/00200.jpg_270x480.npy
95,1462,FBMS/FBMS_clean/JPEGImages/ducks01/00220.jpg,FBMS/FBMS_clean/OpticalFlowRaftSintel/ducks01/00220.flo,FBMS/FBMS_clean/OpticalFlowRaftSintel/ducks01/00220.flo.png,FBMS/FBMS_clean/Annotations/ducks01/00220.png,ducks01,220,FBMS/FBMS_clean/DINO/dino_vits8//ducks01/00220.jpg_270x480.npy
96,1482,FBMS/FBMS_clean/JPEGImages/ducks01/00240.jpg,FBMS/FBMS_clean/OpticalFlowRaftSintel/ducks01/00240.flo,FBMS/FBMS_clean/OpticalFlowRaftSintel/ducks01/00240.flo.png,FBMS/FBMS_clean/Annotations/ducks01/00240.png,ducks01,240,FBMS/FBMS_clean/DINO/dino_vits8//ducks01/00240.jpg_270x480.npy
97,1502,FBMS/FBMS_clean/JPEGImages/ducks01/00260.jpg,FBMS/FBMS_clean/OpticalFlowRaftSintel/ducks01/00260.flo,FBMS/FBMS_clean/OpticalFlowRaftSintel/ducks01/00260.flo.png,FBMS/FBMS_clean/Annotations/ducks01/00260.png,ducks01,260,FBMS/FBMS_clean/DINO/dino_vits8//ducks01/00260.jpg_270x480.npy
98,1522,FBMS/FBMS_clean/JPEGImages/ducks01/00280.jpg,FBMS/FBMS_clean/OpticalFlowRaftSintel/ducks01/00280.flo,FBMS/FBMS_clean/OpticalFlowRaftSintel/ducks01/00280.flo.png,FBMS/FBMS_clean/Annotations/ducks01/00280.png,ducks01,280,FBMS/FBMS_clean/DINO/dino_vits8//ducks01/00280.jpg_270x480.npy
99,1542,FBMS/FBMS_clean/JPEGImages/ducks01/00300.jpg,FBMS/FBMS_clean/OpticalFlowRaftSintel/ducks01/00300.flo,FBMS/FBMS_clean/OpticalFlowRaftSintel/ducks01/00300.flo.png,FBMS/FBMS_clean/Annotations/ducks01/00300.png,ducks01,300,FBMS/FBMS_clean/DINO/dino_vits8//ducks01/00300.jpg_270x480.npy
100,1562,FBMS/FBMS_clean/JPEGImages/ducks01/00320.jpg,FBMS/FBMS_clean/OpticalFlowRaftSintel/ducks01/00320.flo,FBMS/FBMS_clean/OpticalFlowRaftSintel/ducks01/00320.flo.png,FBMS/FBMS_clean/Annotations/ducks01/00320.png,ducks01,320,FBMS/FBMS_clean/DINO/dino_vits8//ducks01/00320.jpg_270x480.npy
101,1582,FBMS/FBMS_clean/JPEGImages/ducks01/00340.jpg,FBMS/FBMS_clean/OpticalFlowRaftSintel/ducks01/00340.flo,FBMS/FBMS_clean/OpticalFlowRaftSintel/ducks01/00340.flo.png,FBMS/FBMS_clean/Annotations/ducks01/00340.png,ducks01,340,FBMS/FBMS_clean/DINO/dino_vits8//ducks01/00340.jpg_270x480.npy
102,1602,FBMS/FBMS_clean/JPEGImages/ducks01/00360.jpg,FBMS/FBMS_clean/OpticalFlowRaftSintel/ducks01/00360.flo,FBMS/FBMS_clean/OpticalFlowRaftSintel/ducks01/00360.flo.png,FBMS/FBMS_clean/Annotations/ducks01/00360.png,ducks01,360,FBMS/FBMS_clean/DINO/dino_vits8//ducks01/00360.jpg_270x480.npy
103,1622,FBMS/FBMS_clean/JPEGImages/ducks01/00380.jpg,FBMS/FBMS_clean/OpticalFlowRaftSintel/ducks01/00380.flo,FBMS/FBMS_clean/OpticalFlowRaftSintel/ducks01/00380.flo.png,FBMS/FBMS_clean/Annotations/ducks01/00380.png,ducks01,380,FBMS/FBMS_clean/DINO/dino_vits8//ducks01/00380.jpg_270x480.npy
104,1642,FBMS/FBMS_clean/JPEGImages/ducks01/00400.jpg,FBMS/FBMS_clean/OpticalFlowRaftSintel/ducks01/00400.flo,,FBMS/FBMS_clean/Annotations/ducks01/00400.png,ducks01,400,FBMS/FBMS_clean/DINO/dino_vits8//ducks01/00400.jpg_270x480.npy
105,1643,FBMS/FBMS_clean/JPEGImages/horses01/00001.jpg,FBMS/FBMS_clean/OpticalFlowRaftSintel/horses01/00001.flo,FBMS/FBMS_clean/OpticalFlowRaftSintel/horses01/00001.flo.png,FBMS/FBMS_clean/Annotations/horses01/00001.png,horses01,1,FBMS/FBMS_clean/DINO/dino_vits8//horses01/00001.jpg_200x320.npy
106,1662,FBMS/FBMS_clean/JPEGImages/horses01/00020.jpg,FBMS/FBMS_clean/OpticalFlowRaftSintel/horses01/00020.flo,FBMS/FBMS_clean/OpticalFlowRaftSintel/horses01/00020.flo.png,FBMS/FBMS_clean/Annotations/horses01/00020.png,horses01,20,FBMS/FBMS_clean/DINO/dino_vits8//horses01/00020.jpg_200x320.npy
107,1682,FBMS/FBMS_clean/JPEGImages/horses01/00040.jpg,FBMS/FBMS_clean/OpticalFlowRaftSintel/horses01/00040.flo,FBMS/FBMS_clean/OpticalFlowRaftSintel/horses01/00040.flo.png,FBMS/FBMS_clean/Annotations/horses01/00040.png,horses01,40,FBMS/FBMS_clean/DINO/dino_vits8//horses01/00040.jpg_200x320.npy
108,1702,FBMS/FBMS_clean/JPEGImages/horses01/00060.jpg,FBMS/FBMS_clean/OpticalFlowRaftSintel/horses01/00060.flo,FBMS/FBMS_clean/OpticalFlowRaftSintel/horses01/00060.flo.png,FBMS/FBMS_clean/Annotations/horses01/00060.png,horses01,60,FBMS/FBMS_clean/DINO/dino_vits8//horses01/00060.jpg_200x320.npy
109,1722,FBMS/FBMS_clean/JPEGImages/horses01/00080.jpg,FBMS/FBMS_clean/OpticalFlowRaftSintel/horses01/00080.flo,FBMS/FBMS_clean/OpticalFlowRaftSintel/horses01/00080.flo.png,FBMS/FBMS_clean/Annotations/horses01/00080.png,horses01,80,FBMS/FBMS_clean/DINO/dino_vits8//horses01/00080.jpg_200x320.npy
110,1742,FBMS/FBMS_clean/JPEGImages/horses01/00100.jpg,FBMS/FBMS_clean/OpticalFlowRaftSintel/horses01/00100.flo,FBMS/FBMS_clean/OpticalFlowRaftSintel/horses01/00100.flo.png,FBMS/FBMS_clean/Annotations/horses01/00100.png,horses01,100,FBMS/FBMS_clean/DINO/dino_vits8//horses01/00100.jpg_200x320.npy
111,1762,FBMS/FBMS_clean/JPEGImages/horses01/00120.jpg,FBMS/FBMS_clean/OpticalFlowRaftSintel/horses01/00120.flo,FBMS/FBMS_clean/OpticalFlowRaftSintel/horses01/00120.flo.png,FBMS/FBMS_clean/Annotations/horses01/00120.png,horses01,120,FBMS/FBMS_clean/DINO/dino_vits8//horses01/00120.jpg_200x320.npy
112,1782,FBMS/FBMS_clean/JPEGImages/horses01/00140.jpg,FBMS/FBMS_clean/OpticalFlowRaftSintel/horses01/00140.flo,FBMS/FBMS_clean/OpticalFlowRaftSintel/horses01/00140.flo.png,FBMS/FBMS_clean/Annotations/horses01/00140.png,horses01,140,FBMS/FBMS_clean/DINO/dino_vits8//horses01/00140.jpg_200x320.npy
113,1802,FBMS/FBMS_clean/JPEGImages/horses01/00160.jpg,FBMS/FBMS_clean/OpticalFlowRaftSintel/horses01/00160.flo,FBMS/FBMS_clean/OpticalFlowRaftSintel/horses01/00160.flo.png,FBMS/FBMS_clean/Annotations/horses01/00160.png,horses01,160,FBMS/FBMS_clean/DINO/dino_vits8//horses01/00160.jpg_200x320.npy
114,1822,FBMS/FBMS_clean/JPEGImages/horses01/00180.jpg,FBMS/FBMS_clean/OpticalFlowRaftSintel/horses01/00180.flo,FBMS/FBMS_clean/OpticalFlowRaftSintel/horses01/00180.flo.png,FBMS/FBMS_clean/Annotations/horses01/00180.png,horses01,180,FBMS/FBMS_clean/DINO/dino_vits8//horses01/00180.jpg_200x320.npy
115,1842,FBMS/FBMS_clean/JPEGImages/horses01/00200.jpg,FBMS/FBMS_clean/OpticalFlowRaftSintel/horses01/00200.flo,FBMS/FBMS_clean/OpticalFlowRaftSintel/horses01/00200.flo.png,FBMS/FBMS_clean/Annotations/horses01/00200.png,horses01,200,FBMS/FBMS_clean/DINO/dino_vits8//horses01/00200.jpg_200x320.npy
116,1862,FBMS/FBMS_clean/JPEGImages/horses01/00220.jpg,FBMS/FBMS_clean/OpticalFlowRaftSintel/horses01/00220.flo,FBMS/FBMS_clean/OpticalFlowRaftSintel/horses01/00220.flo.png,FBMS/FBMS_clean/Annotations/horses01/00220.png,horses01,220,FBMS/FBMS_clean/DINO/dino_vits8//horses01/00220.jpg_200x320.npy
117,1882,FBMS/FBMS_clean/JPEGImages/horses01/00240.jpg,FBMS/FBMS_clean/OpticalFlowRaftSintel/horses01/00240.flo,FBMS/FBMS_clean/OpticalFlowRaftSintel/horses01/00240.flo.png,FBMS/FBMS_clean/Annotations/horses01/00240.png,horses01,240,FBMS/FBMS_clean/DINO/dino_vits8//horses01/00240.jpg_200x320.npy
118,1902,FBMS/FBMS_clean/JPEGImages/horses01/00260.jpg,FBMS/FBMS_clean/OpticalFlowRaftSintel/horses01/00260.flo,FBMS/FBMS_clean/OpticalFlowRaftSintel/horses01/00260.flo.png,FBMS/FBMS_clean/Annotations/horses01/00260.png,horses01,260,FBMS/FBMS_clean/DINO/dino_vits8//horses01/00260.jpg_200x320.npy
119,1922,FBMS/FBMS_clean/JPEGImages/horses01/00280.jpg,FBMS/FBMS_clean/OpticalFlowRaftSintel/horses01/00280.flo,FBMS/FBMS_clean/OpticalFlowRaftSintel/horses01/00280.flo.png,FBMS/FBMS_clean/Annotations/horses01/00280.png,horses01,280,FBMS/FBMS_clean/DINO/dino_vits8//horses01/00280.jpg_200x320.npy
120,1942,FBMS/FBMS_clean/JPEGImages/horses01/00300.jpg,FBMS/FBMS_clean/OpticalFlowRaftSintel/horses01/00300.flo,FBMS/FBMS_clean/OpticalFlowRaftSintel/horses01/00300.flo.png,FBMS/FBMS_clean/Annotations/horses01/00300.png,horses01,300,FBMS/FBMS_clean/DINO/dino_vits8//horses01/00300.jpg_200x320.npy
121,1962,FBMS/FBMS_clean/JPEGImages/horses01/00320.jpg,FBMS/FBMS_clean/OpticalFlowRaftSintel/horses01/00320.flo,FBMS/FBMS_clean/OpticalFlowRaftSintel/horses01/00320.flo.png,FBMS/FBMS_clean/Annotations/horses01/00320.png,horses01,320,FBMS/FBMS_clean/DINO/dino_vits8//horses01/00320.jpg_200x320.npy
122,1982,FBMS/FBMS_clean/JPEGImages/horses01/00340.jpg,FBMS/FBMS_clean/OpticalFlowRaftSintel/horses01/00340.flo,FBMS/FBMS_clean/OpticalFlowRaftSintel/horses01/00340.flo.png,FBMS/FBMS_clean/Annotations/horses01/00340.png,horses01,340,FBMS/FBMS_clean/DINO/dino_vits8//horses01/00340.jpg_200x320.npy
123,2002,FBMS/FBMS_clean/JPEGImages/horses01/00360.jpg,FBMS/FBMS_clean/OpticalFlowRaftSintel/horses01/00360.flo,FBMS/FBMS_clean/OpticalFlowRaftSintel/horses01/00360.flo.png,FBMS/FBMS_clean/Annotations/horses01/00360.png,horses01,360,FBMS/FBMS_clean/DINO/dino_vits8//horses01/00360.jpg_200x320.npy
124,2022,FBMS/FBMS_clean/JPEGImages/horses01/00380.jpg,FBMS/FBMS_clean/OpticalFlowRaftSintel/horses01/00380.flo,FBMS/FBMS_clean/OpticalFlowRaftSintel/horses01/00380.flo.png,FBMS/FBMS_clean/Annotations/horses01/00380.png,horses01,380,FBMS/FBMS_clean/DINO/dino_vits8//horses01/00380.jpg_200x320.npy
125,2042,FBMS/FBMS_clean/JPEGImages/horses01/00400.jpg,FBMS/FBMS_clean/OpticalFlowRaftSintel/horses01/00400.flo,FBMS/FBMS_clean/OpticalFlowRaftSintel/horses01/00400.flo.png,FBMS/FBMS_clean/Annotations/horses01/00400.png,horses01,400,FBMS/FBMS_clean/DINO/dino_vits8//horses01/00400.jpg_200x320.npy
126,2062,FBMS/FBMS_clean/JPEGImages/horses01/00420.jpg,FBMS/FBMS_clean/OpticalFlowRaftSintel/horses01/00420.flo,FBMS/FBMS_clean/OpticalFlowRaftSintel/horses01/00420.flo.png,FBMS/FBMS_clean/Annotations/horses01/00420.png,horses01,420,FBMS/FBMS_clean/DINO/dino_vits8//horses01/00420.jpg_200x320.npy
127,2082,FBMS/FBMS_clean/JPEGImages/horses01/00440.jpg,FBMS/FBMS_clean/OpticalFlowRaftSintel/horses01/00440.flo,FBMS/FBMS_clean/OpticalFlowRaftSintel/horses01/00440.flo.png,FBMS/FBMS_clean/Annotations/horses01/00440.png,horses01,440,FBMS/FBMS_clean/DINO/dino_vits8//horses01/00440.jpg_200x320.npy
128,2102,FBMS/FBMS_clean/JPEGImages/horses01/00460.jpg,FBMS/FBMS_clean/OpticalFlowRaftSintel/horses01/00460.flo,FBMS/FBMS_clean/OpticalFlowRaftSintel/horses01/00460.flo.png,FBMS/FBMS_clean/Annotations/horses01/00460.png,horses01,460,FBMS/FBMS_clean/DINO/dino_vits8//horses01/00460.jpg_200x320.npy
129,2122,FBMS/FBMS_clean/JPEGImages/horses01/00480.jpg,FBMS/FBMS_clean/OpticalFlowRaftSintel/horses01/00480.flo,FBMS/FBMS_clean/OpticalFlowRaftSintel/horses01/00480.flo.png,FBMS/FBMS_clean/Annotations/horses01/00480.png,horses01,480,FBMS/FBMS_clean/DINO/dino_vits8//horses01/00480.jpg_200x320.npy
130,2142,FBMS/FBMS_clean/JPEGImages/horses01/00500.jpg,FBMS/FBMS_clean/OpticalFlowRaftSintel/horses01/00500.flo,,FBMS/FBMS_clean/Annotations/horses01/00500.png,horses01,500,FBMS/FBMS_clean/DINO/dino_vits8//horses01/00500.jpg_200x320.npy
131,2143,FBMS/FBMS_clean/JPEGImages/horses03/00001.jpg,FBMS/FBMS_clean/OpticalFlowRaftSintel/horses03/00001.flo,FBMS/FBMS_clean/OpticalFlowRaftSintel/horses03/00001.flo.png,FBMS/FBMS_clean/Annotations/horses03/00001.png,horses03,1,FBMS/FBMS_clean/DINO/dino_vits8//horses03/00001.jpg_169x300.npy
132,2162,FBMS/FBMS_clean/JPEGImages/horses03/00020.jpg,FBMS/FBMS_clean/OpticalFlowRaftSintel/horses03/00020.flo,FBMS/FBMS_clean/OpticalFlowRaftSintel/horses03/00020.flo.png,FBMS/FBMS_clean/Annotations/horses03/00020.png,horses03,20,FBMS/FBMS_clean/DINO/dino_vits8//horses03/00020.jpg_169x300.npy
133,2182,FBMS/FBMS_clean/JPEGImages/horses03/00040.jpg,FBMS/FBMS_clean/OpticalFlowRaftSintel/horses03/00040.flo,FBMS/FBMS_clean/OpticalFlowRaftSintel/horses03/00040.flo.png,FBMS/FBMS_clean/Annotations/horses03/00040.png,horses03,40,FBMS/FBMS_clean/DINO/dino_vits8//horses03/00040.jpg_169x300.npy
134,2202,FBMS/FBMS_clean/JPEGImages/horses03/00060.jpg,FBMS/FBMS_clean/OpticalFlowRaftSintel/horses03/00060.flo,FBMS/FBMS_clean/OpticalFlowRaftSintel/horses03/00060.flo.png,FBMS/FBMS_clean/Annotations/horses03/00060.png,horses03,60,FBMS/FBMS_clean/DINO/dino_vits8//horses03/00060.jpg_169x300.npy
135,2222,FBMS/FBMS_clean/JPEGImages/horses03/00080.jpg,FBMS/FBMS_clean/OpticalFlowRaftSintel/horses03/00080.flo,FBMS/FBMS_clean/OpticalFlowRaftSintel/horses03/00080.flo.png,FBMS/FBMS_clean/Annotations/horses03/00080.png,horses03,80,FBMS/FBMS_clean/DINO/dino_vits8//horses03/00080.jpg_169x300.npy
136,2242,FBMS/FBMS_clean/JPEGImages/horses03/00100.jpg,FBMS/FBMS_clean/OpticalFlowRaftSintel/horses03/00100.flo,FBMS/FBMS_clean/OpticalFlowRaftSintel/horses03/00100.flo.png,FBMS/FBMS_clean/Annotations/horses03/00100.png,horses03,100,FBMS/FBMS_clean/DINO/dino_vits8//horses03/00100.jpg_169x300.npy
137,2262,FBMS/FBMS_clean/JPEGImages/horses03/00120.jpg,FBMS/FBMS_clean/OpticalFlowRaftSintel/horses03/00120.flo,FBMS/FBMS_clean/OpticalFlowRaftSintel/horses03/00120.flo.png,FBMS/FBMS_clean/Annotations/horses03/00120.png,horses03,120,FBMS/FBMS_clean/DINO/dino_vits8//horses03/00120.jpg_169x300.npy
138,2282,FBMS/FBMS_clean/JPEGImages/horses03/00140.jpg,FBMS/FBMS_clean/OpticalFlowRaftSintel/horses03/00140.flo,FBMS/FBMS_clean/OpticalFlowRaftSintel/horses03/00140.flo.png,FBMS/FBMS_clean/Annotations/horses03/00140.png,horses03,140,FBMS/FBMS_clean/DINO/dino_vits8//horses03/00140.jpg_169x300.npy
139,2302,FBMS/FBMS_clean/JPEGImages/horses03/00160.jpg,FBMS/FBMS_clean/OpticalFlowRaftSintel/horses03/00160.flo,FBMS/FBMS_clean/OpticalFlowRaftSintel/horses03/00160.flo.png,FBMS/FBMS_clean/Annotations/horses03/00160.png,horses03,160,FBMS/FBMS_clean/DINO/dino_vits8//horses03/00160.jpg_169x300.npy
140,2322,FBMS/FBMS_clean/JPEGImages/horses03/00180.jpg,FBMS/FBMS_clean/OpticalFlowRaftSintel/horses03/00180.flo,FBMS/FBMS_clean/OpticalFlowRaftSintel/horses03/00180.flo.png,FBMS/FBMS_clean/Annotations/horses03/00180.png,horses03,180,FBMS/FBMS_clean/DINO/dino_vits8//horses03/00180.jpg_169x300.npy
141,2342,FBMS/FBMS_clean/JPEGImages/horses03/00200.jpg,FBMS/FBMS_clean/OpticalFlowRaftSintel/horses03/00200.flo,FBMS/FBMS_clean/OpticalFlowRaftSintel/horses03/00200.flo.png,FBMS/FBMS_clean/Annotations/horses03/00200.png,horses03,200,FBMS/FBMS_clean/DINO/dino_vits8//horses03/00200.jpg_169x300.npy
142,2362,FBMS/FBMS_clean/JPEGImages/horses03/00220.jpg,FBMS/FBMS_clean/OpticalFlowRaftSintel/horses03/00220.flo,FBMS/FBMS_clean/OpticalFlowRaftSintel/horses03/00220.flo.png,FBMS/FBMS_clean/Annotations/horses03/00220.png,horses03,220,FBMS/FBMS_clean/DINO/dino_vits8//horses03/00220.jpg_169x300.npy
143,2382,FBMS/FBMS_clean/JPEGImages/horses03/00240.jpg,FBMS/FBMS_clean/OpticalFlowRaftSintel/horses03/00240.flo,,FBMS/FBMS_clean/Annotations/horses03/00240.png,horses03,240,FBMS/FBMS_clean/DINO/dino_vits8//horses03/00240.jpg_169x300.npy
144,2383,FBMS/FBMS_clean/JPEGImages/horses06/00001.jpg,FBMS/FBMS_clean/OpticalFlowRaftSintel/horses06/00001.flo,FBMS/FBMS_clean/OpticalFlowRaftSintel/horses06/00001.flo.png,FBMS/FBMS_clean/Annotations/horses06/00001.png,horses06,1,FBMS/FBMS_clean/DINO/dino_vits8//horses06/00001.jpg_180x320.npy
145,2402,FBMS/FBMS_clean/JPEGImages/horses06/00020.jpg,FBMS/FBMS_clean/OpticalFlowRaftSintel/horses06/00020.flo,FBMS/FBMS_clean/OpticalFlowRaftSintel/horses06/00020.flo.png,FBMS/FBMS_clean/Annotations/horses06/00020.png,horses06,20,FBMS/FBMS_clean/DINO/dino_vits8//horses06/00020.jpg_180x320.npy
146,2422,FBMS/FBMS_clean/JPEGImages/horses06/00040.jpg,FBMS/FBMS_clean/OpticalFlowRaftSintel/horses06/00040.flo,FBMS/FBMS_clean/OpticalFlowRaftSintel/horses06/00040.flo.png,FBMS/FBMS_clean/Annotations/horses06/00040.png,horses06,40,FBMS/FBMS_clean/DINO/dino_vits8//horses06/00040.jpg_180x320.npy
147,2442,FBMS/FBMS_clean/JPEGImages/horses06/00060.jpg,FBMS/FBMS_clean/OpticalFlowRaftSintel/horses06/00060.flo,FBMS/FBMS_clean/OpticalFlowRaftSintel/horses06/00060.flo.png,FBMS/FBMS_clean/Annotations/horses06/00060.png,horses06,60,FBMS/FBMS_clean/DINO/dino_vits8//horses06/00060.jpg_180x320.npy
148,2462,FBMS/FBMS_clean/JPEGImages/horses06/00080.jpg,FBMS/FBMS_clean/OpticalFlowRaftSintel/horses06/00080.flo,FBMS/FBMS_clean/OpticalFlowRaftSintel/horses06/00080.flo.png,FBMS/FBMS_clean/Annotations/horses06/00080.png,horses06,80,FBMS/FBMS_clean/DINO/dino_vits8//horses06/00080.jpg_180x320.npy
149,2482,FBMS/FBMS_clean/JPEGImages/horses06/00100.jpg,FBMS/FBMS_clean/OpticalFlowRaftSintel/horses06/00100.flo,FBMS/FBMS_clean/OpticalFlowRaftSintel/horses06/00100.flo.png,FBMS/FBMS_clean/Annotations/horses06/00100.png,horses06,100,FBMS/FBMS_clean/DINO/dino_vits8//horses06/00100.jpg_180x320.npy
